"source","characterid","stateid","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt"
"Swartz 2012.xml_states352.xml","states352","state355","yes","coronoid","coronoid","UBERON:3000103","1","count","PATO:0000070","","","","","","","","","","","1"
"Swartz 2012.xml_states356.xml","states356","state358","yes","row","","","part of","","","","","","","coronoid","coronoid","UBERON:3000103","","","",""
"Swartz 2012.xml_states356.xml","states356","state358","yes","row","","","consist of","","","","","","","tooth","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states356.xml","states356","state358","yes","row","","","consist of","","","","","","","denticle","","","","","",""
"Swartz 2012.xml_states356.xml","states356","state358","yes","tooth","calcareous tooth","UBERON:0001091","small","decreased size","PATO:0000587","","","","","denticle","","","","","",""
"Swartz 2012.xml_states356.xml","states356","state358","yes","denticle","","","small","decreased size","PATO:0000587","","","","","denticle","","","","","",""
"Swartz 2012.xml_states356.xml","states356","state359","no","row","","","","","","not part of","","","","coronoid","coronoid","UBERON:3000103","","","",""
"Swartz 2012.xml_states356.xml","states356","state359","no","row","","","","","","not consist of","","","","tooth","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states356.xml","states356","state359","no","row","","","","","","not consist of","","","","denticle","","","","","",""
"Swartz 2012.xml_states356.xml","states356","state359","no","tooth","calcareous tooth","UBERON:0001091","","","PATO:0000587","not small ","not(decreased size)","size,decreased object quality","PATO:0000117,PATO:0002303","denticle","","","","","",""
"Swartz 2012.xml_states356.xml","states356","state359","no","denticle","","","","","PATO:0000587","not small ","not(decreased size)","size,decreased object quality","PATO:0000117,PATO:0002303","denticle","","","","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","coronoid","coronoid","UBERON:3000103","half","","","","","","","fang","cuspid","UBERON:0003674","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","coronoid","coronoid","UBERON:3000103","height","height","PATO:0000119","","","","","fang","cuspid","UBERON:0003674","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","coronoid","coronoid","UBERON:3000103","height less","","","","","","","fang","cuspid","UBERON:0003674","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","tooth","calcareous tooth","UBERON:0001091","half","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","tooth","calcareous tooth","UBERON:0001091","height","height","PATO:0000119","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","tooth","calcareous tooth","UBERON:0001091","height less","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","fang","cuspid","UBERON:0003674","half","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","fang","cuspid","UBERON:0003674","height","height","PATO:0000119","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","fang","cuspid","UBERON:0003674","height less","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","anterior relative","","","half","","","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","anterior relative","","","height","height","PATO:0000119","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","anterior relative","","","height less","","","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","middle coronoids relative","","","half","","","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","middle coronoids relative","","","height","height","PATO:0000119","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","middle coronoids relative","","","height less","","","","","","","","","","anterior relative,middle coronoids relative","","",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","dentary tooth","dentary tooth","UBERON:0011594","half","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","dentary tooth","dentary tooth","UBERON:0011594","height","height","PATO:0000119","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states360.xml","states360","state363","half height or less","dentary tooth","dentary tooth","UBERON:0011594","height less","","","","","","","","","","anterior relative,middle coronoids relative",",",",",""
"Swartz 2012.xml_states368.xml","states368","state371","no","coronoid","coronoid","UBERON:3000103","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states368.xml","states368","state371","no","splenial","splenial","UBERON:3000573","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states377.xml","states377","state379","no","posterior region","posterior region","BSPO:0000072","","","","not visible","","","","","","","process,","","",""
"Swartz 2012.xml_states377.xml","states377","state380","yes","posterior region","posterior region","BSPO:0000072","visible","","","","","","","","","","process,","","",""
"Swartz 2012.xml_states381.xml","states381","state383","one","fang pair","cuspid","UBERON:0003674","1","count","PATO:0000070","","","","","","","","posteriormost coronoid","coronoid","UBERON:3000103","1"
"Swartz 2012.xml_states381.xml","states381","state383","one","posteriormost region","coronoid","UBERON:3000103","1","count","PATO:0000070","","","","","","","","coronoid,posteriormost coronoid","coronoid","UBERON:3000103","1"
"Swartz 2012.xml_states381.xml","states381","state384","two","fang pair","cuspid","UBERON:0003674","2","count","PATO:0000070","","","","","","","","posteriormost coronoid","coronoid","UBERON:3000103","2"
"Swartz 2012.xml_states381.xml","states381","state384","two","posteriormost region","coronoid","UBERON:3000103","2","count","PATO:0000070","","","","","","","","coronoid,posteriormost coronoid","coronoid","UBERON:3000103","2"
"Swartz 2012.xml_states381.xml","states381","state385","none","fang pair","cuspid","UBERON:0003674","0","count","PATO:0000070","","","","","","","","posteriormost coronoid","coronoid","UBERON:3000103","0"
"Swartz 2012.xml_states381.xml","states381","state385","none","posteriormost region","coronoid","UBERON:3000103","0","count","PATO:0000070","","","","","","","","coronoid,posteriormost coronoid","coronoid","UBERON:3000103","0"
"Swartz 2012.xml_states386.xml","states386","state388","absent","nonfanged tooth","calcareous tooth","UBERON:0001091","absent","absent","PATO:0000462","","","","","","","","posterior coronoid",",coronoid",",UBERON:3000103",""
"Swartz 2012.xml_states386.xml","states386","state388","absent","posterior region","posterior region","BSPO:0000072","absent","absent","PATO:0000462","","","","","","","","coronoid,posterior coronoid","coronoid,coronoid","UBERON:3000103,UBERON:3000103",""
"Swartz 2012.xml_states386.xml","states386","state389","organized tooth row","tooth row","tooth row","UBERON:0009678","organized","organized","PATO:0000938","","","","","","","","","","",""
"Swartz 2012.xml_states386.xml","states386","state390","shagreen","nonfanged tooth","calcareous tooth","UBERON:0001091","shagreen","","","","","","","","","","posterior coronoid",",coronoid",",UBERON:3000103",""
"Swartz 2012.xml_states386.xml","states386","state390","shagreen","posterior region","posterior region","BSPO:0000072","shagreen","","","","","","","","","","coronoid,posterior coronoid","coronoid,coronoid","UBERON:3000103,UBERON:3000103",""
"Swartz 2012.xml_states391.xml","states391","state393","not forked","prearticular","prearticular","UBERON:3000458","not forked","","","not forked","","","","","","","","","",""
"Swartz 2012.xml_states391.xml","states391","state394","forked","prearticular","prearticular","UBERON:3000458","forked","bifid;bifurcated;split","PATO:0001572;PATO:0001784;PATO:0001786","","","","","","","","","","",""
"Swartz 2012.xml_states395.xml","states395","state397","no mesial lamina of splenial absent","mesial lamina","lamina","UBERON:0000957","absent","absent","PATO:0000462","","","","","","","","splenial,prearticular suture,splenial",",splenial,cranial suture,splenial",",UBERON:3000573,UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states395.xml","states395","state398","yes","prearticular suture","cranial suture","UBERON:0003685","yes","","","","","","","","","","prearticular suture,splenial","prearticular,cranial suture,splenial","UBERON:3000458,UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states395.xml","states395","state398","yes","mesial lamina","lamina","UBERON:0000957","yes","","","","","","","","","","prearticular suture,splenial",",cranial suture,splenial",",UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states395.xml","states395","state398","yes","splenial","splenial","UBERON:3000573","yes","","","","","","","","","","prearticular suture,splenial","cranial suture,splenial","UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states395.xml","states395","state399","no mesial lamina of splenial separated from prearticular by postsplenial","mesial lamina","lamina","UBERON:0000957","absent","absent","PATO:0000462","","","","","","","","splenial,prearticular suture,splenial",",splenial,cranial suture,splenial",",UBERON:3000573,UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states395.xml","states395","state399","no mesial lamina of splenial separated from prearticular by postsplenial","mesial lamina","lamina","UBERON:0000957","separated","","","","","","","prearticular, postsplenial","prearticular,","UBERON:3000458,","splenial,prearticular suture,splenial",",splenial,cranial suture,splenial",",UBERON:3000573,UBERON:0003685,UBERON:3000573",""
"Swartz 2012.xml_states400.xml","states400","state402","separated by ventral exposure of Meckelian element","prearticular","prearticular","UBERON:3000458","separated","","","","","","","ventral exposure,meckelian element",",",",","","","",""
"Swartz 2012.xml_states400.xml","states400","state402","separated by ventral exposure of Meckelian element","","bone","UBERON:0001474","separated","","","","","","","","","","","","",""
"Swartz 2012.xml_states400.xml","states400","state403","prearticular contacts angular edge to edge","edge","anatomical margin","BSPO:0000006","angular","angular","PATO:0001977","","","","","edge","anatomical margin","BSPO:0000006","","","",""
"Swartz 2012.xml_states400.xml","states400","state404","mesial lamina of angular sutures with prearticular","suture","cranial suture","UBERON:0003685","angular","angular","PATO:0001977","","","","","","","","","","",""
"Swartz 2012.xml_states405.xml","states405","state407","no","surangular","surangular","UBERON:2002287","","","","not part of","","","","prearticular suture","cranial suture","UBERON:0003685","","","",""
"Swartz 2012.xml_states405.xml","states405","state408","yes","surangular","surangular","UBERON:2002287","part of","","","","","","","prearticular suture","cranial suture","UBERON:0003685","","","",""
"Swartz 2012.xml_states409.xml","states409","state411","gradually decreasing from dorsal to ventral","prearticular","prearticular","UBERON:3000458","decreasing gradually","","","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state411","gradually decreasing from dorsal to ventral","prearticular","prearticular","UBERON:3000458","ventral","","","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state411","gradually decreasing from dorsal to ventral","field","anlage","UBERON:0007688","decreasing gradually","","","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state411","gradually decreasing from dorsal to ventral","field","anlage","UBERON:0007688","ventral","","","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state412","well defined dorsal longitudinal band","dorsal longitudinal band","","","defined well","","","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state413","scattered patches or absent","patch","","","scattered","distributed","PATO:0001566","","","","","","","","","","",""
"Swartz 2012.xml_states409.xml","states409","state413","scattered patches or absent","patch","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states414.xml","states414","state416","no","flange","","","","","","not projecting ","","","","","","","","","",""
"Swartz 2012.xml_states414.xml","states414","state417","yes","flange","","","projecting","","","","","","","","","","","","",""
"Swartz 2012.xml_states418.xml","states418","state420","absent","adductor crest","adductor","UBERON:2000463","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states418.xml","states418","state421","peak anterior to adductor fossa dorsal margin of fossa concave","adductor fossa dorsal margin","dorsal margin","BSPO:0000679","concave","concave","PATO:0001857","","","","","","","","fossa","bone fossa,bone fossa","UBERON:0004704,UBERON:0004704",""
"Swartz 2012.xml_states418.xml","states418","state421","peak anterior to adductor fossa dorsal margin of fossa concave","adductor crest","adductor","UBERON:2000463","peak","","","","","","","adductor fossa dorsal margin,fossa","dorsal margin,bone fossa","BSPO:0000679,UBERON:0004704","","","",""
"Swartz 2012.xml_states418.xml","states418","state422","peak above anterior part of adductor fossa dorsal margin of fossa convex","adductor fossa dorsal margin","dorsal margin","BSPO:0000679","convex","convex","PATO:0001355","","","","","","","","fossa","bone fossa,bone fossa","UBERON:0004704,UBERON:0004704",""
"Swartz 2012.xml_states418.xml","states418","state422","peak above anterior part of adductor fossa dorsal margin of fossa convex","adductor crest","adductor","UBERON:2000463","peak","","","","","","","anterior part,adductor fossa dorsal margin,fossa",",dorsal margin,bone fossa",",BSPO:0000679,UBERON:0004704","","","",""
"Swartz 2012.xml_states423.xml","states423","state425","all approximately same size","premaxillary tooth proportion","premaxillary tooth","UBERON:3000464","approximately","","","","","","","","","","","","",""
"Swartz 2012.xml_states423.xml","states423","state425","all approximately same size","premaxillary tooth proportion","premaxillary tooth","UBERON:3000464","size","size","PATO:0000117","","","","","","","","","","",""
"Swartz 2012.xml_states423.xml","states423","state426","enlarged anterior tooth","anterior tooth","calcareous tooth","UBERON:0001091","enlarged","increased size","PATO:0000586","","","","","","","","","","",""
"Swartz 2012.xml_states423.xml","states423","state427","posteriormost teeth at least twice height of anteriormost teeth","posteriormost tooth","calcareous tooth","UBERON:0001091","2 times at-least","count","PATO:0000070","","","","","anteriormost tooth","calcareous tooth","UBERON:0001091","","","","2 times at-least"
"Swartz 2012.xml_states428.xml","states428","state430","yes","level","","","extends","","","","","","","","","","","","",""
"Swartz 2012.xml_states428.xml","states428","state431","no","level","","","","","","not extends","","","","","","","","","",""
"Swartz 2012.xml_states432.xml","states432","state434","no","maxilla make","maxilla","UBERON:0002397","","","","not interdigitating","","","","suture","cranial suture","UBERON:0003685","","","",""
"Swartz 2012.xml_states432.xml","states432","state435","yes","maxilla make","maxilla","UBERON:0002397","interdigitating","","","","","","","suture","cranial suture","UBERON:0003685","","","",""
"Swartz 2012.xml_states436.xml","states436","state438","present","posterodorsal region","postero-dorsal  region","BSPO:0000030","present","present","PATO:0000467","","","","","","","","process,maxilla",",maxilla",",UBERON:0002397",""
"Swartz 2012.xml_states436.xml","states436","state438","present","maxilla","maxilla","UBERON:0002397","present","present","PATO:0000467","","","","","","","","maxilla","maxilla","UBERON:0002397",""
"Swartz 2012.xml_states436.xml","states436","state439","very weak or absent","posterodorsal region","postero-dorsal  region","BSPO:0000030","weak very","","","","","","","","","","process,maxilla",",maxilla",",UBERON:0002397",""
"Swartz 2012.xml_states436.xml","states436","state439","very weak or absent","posterodorsal region","postero-dorsal  region","BSPO:0000030","absent","absent","PATO:0000462","","","","","","","","process,maxilla",",maxilla",",UBERON:0002397",""
"Swartz 2012.xml_states436.xml","states436","state439","very weak or absent","maxilla","maxilla","UBERON:0002397","weak very","","","","","","","","","","maxilla","maxilla","UBERON:0002397",""
"Swartz 2012.xml_states436.xml","states436","state439","very weak or absent","maxilla","maxilla","UBERON:0002397","absent","absent","PATO:0000462","","","","","","","","maxilla","maxilla","UBERON:0002397",""
"Swartz 2012.xml_states440.xml","states440","state442","not much broader than long","vomer proportion","vomer","UBERON:0002396","not broader than long  much","size","PATO:0000117","not broader than long [ much]","","","","","","","","","",""
"Swartz 2012.xml_states440.xml","states440","state443","much broader than long","vomer proportion","vomer","UBERON:0002396","broader than long much","broad","PATO:0002359","","","","","","","","","","",""
"Swartz 2012.xml_states444.xml","states444","state446","absent","vomerine fang","cuspid","UBERON:0003674","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states444.xml","states444","state447","present","vomerine fang","cuspid","UBERON:0003674","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states448.xml","states448","state450","no","vomerine fang pair","cuspid","UBERON:0003674","","","","not smaller ","","","","","","","","","",""
"Swartz 2012.xml_states448.xml","states448","state451","yes","vomerine fang pair","cuspid","UBERON:0003674","smaller","decreased size","PATO:0000587","","","","","","","","","","",""
"Swartz 2012.xml_states452.xml","states452","state454","present","vomerine row","","","present","present","PATO:0000467","","","","","tooth","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states452.xml","states452","state454","present","tooth","calcareous tooth","UBERON:0001091","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states452.xml","states452","state455","absent","vomerine row","","","absent","absent","PATO:0000462","","","","","tooth","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states452.xml","states452","state455","absent","tooth","calcareous tooth","UBERON:0001091","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states456.xml","states456","state458","yes","anterior wall","anatomical wall","UBERON:0000060","part of","","","","","","","vomer","vomer","UBERON:0002396","","","",""
"Swartz 2012.xml_states456.xml","states456","state458","yes","anterior wall","anatomical wall","UBERON:0000060","forming","","","","","","","posterior margin,palatal fossa","posterior margin,bone fossa","BSPO:0000672,UBERON:0004704","","","",""
"Swartz 2012.xml_states456.xml","states456","state458","yes","anterior wall","anatomical wall","UBERON:0000060","bears","","","","","","","tooth row","tooth row","UBERON:0009678","","","",""
"Swartz 2012.xml_states456.xml","states456","state459","no","anterior wall","anatomical wall","UBERON:0000060","","","","not part of","","","","vomer","vomer","UBERON:0002396","","","",""
"Swartz 2012.xml_states456.xml","states456","state459","no","anterior wall","anatomical wall","UBERON:0000060","","","","not forming","","","","posterior margin,palatal fossa","posterior margin,bone fossa","BSPO:0000672,UBERON:0004704","","","",""
"Swartz 2012.xml_states456.xml","states456","state459","no","anterior wall","anatomical wall","UBERON:0000060","","","","not bears","","","","tooth row","tooth row","UBERON:0009678","","","",""
"Swartz 2012.xml_states460.xml","states460","state462","absent","field","anlage","UBERON:0007688","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states460.xml","states460","state463","present","field","anlage","UBERON:0007688","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states464.xml","states464","state466","absent vomers separated","vomer","vomer","UBERON:0002396","absent","absent","PATO:0000462","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states464.xml","states464","state466","absent vomers separated","vomer","vomer","UBERON:0002396","separated","","","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states464.xml","states464","state467","present","anteromedial region","antero-medial region","BSPO:0000050","present","present","PATO:0000467","","","","","","","","process,vomer",",vomer",",UBERON:0002396",""
"Swartz 2012.xml_states464.xml","states464","state467","present","vomer","vomer","UBERON:0002396","present","present","PATO:0000467","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states464.xml","states464","state468","absent vomers in close contact","vomer","vomer","UBERON:0002396","absent","absent","PATO:0000462","","","","","","","","contact,vomer",",vomer",",UBERON:0002396",""
"Swartz 2012.xml_states464.xml","states464","state468","absent vomers in close contact","","bone","UBERON:0001474","close","","","","","","","","","","","","",""
"Swartz 2012.xml_states469.xml","states469","state471","absent","posterior region","posterior region","BSPO:0000072","absent","absent","PATO:0000462","","","","","","","","process,vomer",",vomer",",UBERON:0002396",""
"Swartz 2012.xml_states469.xml","states469","state471","absent","vomer","vomer","UBERON:0002396","absent","absent","PATO:0000462","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states469.xml","states469","state472","short","posterior region","posterior region","BSPO:0000072","short","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","","","","process,vomer",",vomer",",UBERON:0002396",""
"Swartz 2012.xml_states469.xml","states469","state472","short","vomer","vomer","UBERON:0002396","short","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states469.xml","states469","state473","long","posterior region","posterior region","BSPO:0000072","long","size","PATO:0000117","","","","","","","","process,vomer",",vomer",",UBERON:0002396",""
"Swartz 2012.xml_states469.xml","states469","state473","long","vomer","vomer","UBERON:0002396","long","size","PATO:0000117","","","","","","","","vomer","vomer","UBERON:0002396",""
"Swartz 2012.xml_states474.xml","states474","state476","no contact via small gap or simple abutment","","bone","UBERON:0001474","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states474.xml","states474","state476","no contact via small gap or simple abutment","gap","","","small","decreased size","PATO:0000587","","","","","","","","","","",""
"Swartz 2012.xml_states474.xml","states474","state476","no contact via small gap or simple abutment","abutment","","","simple","simple","PATO:0001503","","","","","","","","","","",""
"Swartz 2012.xml_states474.xml","states474","state476","no contact via small gap or simple abutment","abutment","","","small","decreased size","PATO:0000587","","","","","","","","","","",""
"Swartz 2012.xml_states474.xml","states474","state477","overlap","vomer","vomer","UBERON:0002396","overlap","overlap with","PATO:0001590","","","","","parasphenoid","parasphenoid","UBERON:0004745","","","",""
"Swartz 2012.xml_states474.xml","states474","state477","overlap","parasphenoid","parasphenoid","UBERON:0004745","overlap","overlap with","PATO:0001590","","","","","","","","","","",""
"Swartz 2012.xml_states474.xml","states474","state478","no contact via blockage by pterygoid elements","","bone","UBERON:0001474","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states479.xml","states479","state481","present","parasphenoid","parasphenoid","UBERON:0004745","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states479.xml","states479","state481","present","denticulated field","anlage","UBERON:0007688","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states479.xml","states479","state482","absent","parasphenoid","parasphenoid","UBERON:0004745","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states479.xml","states479","state482","absent","denticulated field","anlage","UBERON:0007688","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states483.xml","states483","state485","denticulated field extends into spiracular groove","field","anlage","UBERON:0007688","denticulated","","","","","","","","","","","","",""
"Swartz 2012.xml_states483.xml","states483","state485","denticulated field extends into spiracular groove","field","anlage","UBERON:0007688","extends","","","","","","","groove","groove","UBERON:0006846","","","",""
"Swartz 2012.xml_states483.xml","states483","state485","denticulated field extends into spiracular groove","groove","groove","UBERON:0006846","spiracular","","","","","","","","","","","","",""
"Swartz 2012.xml_states483.xml","states483","state486","denticulated field does not extend into spiracular groove","field","anlage","UBERON:0007688","denticulated","","","","","","","","","","","","",""
"Swartz 2012.xml_states487.xml","states487","state489","does not overlap basioccipital","basioccipital","basioccipital bone","UBERON:0001692","not overlap","","","not overlap","","","","","","","","","",""
"Swartz 2012.xml_states487.xml","states487","state490","overlaps basioccipital","parasphenoid","parasphenoid","UBERON:0004745","overlaps","","","","","","","basioccipital","basioccipital bone","UBERON:0001692","","","",""
"Swartz 2012.xml_states491.xml","states491","state494","anterior end considerably anterior to processus ascendens","anterior end","","","anterior to","anterior to","PATO:0001632","","","","","processus ascenden","","","","","",""
"Swartz 2012.xml_states495.xml","states495","state497","no","entopterygoid","entopterygoid","UBERON:2000657","","","","not in","","","","midline","axis","UBERON:2000092","","","",""
"Swartz 2012.xml_states495.xml","states495","state498","yes","entopterygoid","entopterygoid","UBERON:2000657","in","","","","","","","midline","axis","UBERON:2000092","","","",""
"Swartz 2012.xml_states499.xml","states499","state501","concave","ramus margin","anatomical margin","BSPO:0000006","concave","concave","PATO:0001857","","","","","","","","subtemporal fossa",",subtemporal fossa",",UBERON:2001974",""
"Swartz 2012.xml_states499.xml","states499","state501","concave","subtemporal fossa","subtemporal fossa","UBERON:2001974","concave","concave","PATO:0001857","","","","","","","","subtemporal fossa","subtemporal fossa","UBERON:2001974",""
"Swartz 2012.xml_states499.xml","states499","state502","with some convex component","component","","","some","","","","","","","","","","ramus margin","","",""
"Swartz 2012.xml_states499.xml","states499","state502","with some convex component","component","","","convex","convex","PATO:0001355","","","","","","","","ramus margin","","",""
"Swartz 2012.xml_states507.xml","states507","state509","dense","entopterygoid","entopterygoid","UBERON:2000657","dense","dense","PATO:0001164","","","","","","","","","","",""
"Swartz 2012.xml_states507.xml","states507","state510","a few discontinuous patches or absent","patch","","","few","","","","","","","","","","","","",""
"Swartz 2012.xml_states507.xml","states507","state510","a few discontinuous patches or absent","patch","","","discontinuous","discontinuous","PATO:0000690","","","","","","","","","","",""
"Swartz 2012.xml_states507.xml","states507","state510","a few discontinuous patches or absent","patch","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states511.xml","states511","state513","single","anterior palatal fenestra","fenestra","UBERON:0004705","single","","","","","","","","","","","","",""
"Swartz 2012.xml_states511.xml","states511","state514","double","anterior palatal fenestra","fenestra","UBERON:0004705","double","","","","","","","","","","","","",""
"Swartz 2012.xml_states511.xml","states511","state515","absent","anterior palatal fenestra","fenestra","UBERON:0004705","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states516.xml","states516","state518","absent","interentopterygoid vacuity","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states516.xml","states516","state519","at least 2 x longer than wide","interentopterygoid vacuity","","","2 at-least","count","PATO:0000070","","","","","","","","","","","2 at-least"
"Swartz 2012.xml_states516.xml","states516","state519","at least 2 x longer than wide","interentopterygoid vacuity","","","longer than wide","increased length","PATO:0000573","","","","","","","","","","",""
"Swartz 2012.xml_states516.xml","states516","state520","less than 2 x longer than wide","interentopterygoid vacuity","","","2 less than","count","PATO:0000070","","","","","","","","","","","2 less than"
"Swartz 2012.xml_states521.xml","states521","state523","more or less confined to margins of the tooth row","dermopalatine exposure","dermopalatine","UBERON:2000015","more less","","","","","","","margin,tooth row","anatomical margin,tooth row","BSPO:0000006,UBERON:0009678","","","",""
"Swartz 2012.xml_states521.xml","states521","state524","medial exposure in addition to the tooth row","medial exposure","","","in addition to","","","","","","","tooth row","tooth row","UBERON:0009678","","","",""
"Swartz 2012.xml_states525.xml","states525","state527","present","dermopalatine ectopterygoid denticle row","ectopterygoid","UBERON:2000656","present","present","PATO:0000467","","","","","","","","","dermopalatine","UBERON:2000015",""
"Swartz 2012.xml_states525.xml","states525","state528","absent","dermopalatine ectopterygoid denticle row","ectopterygoid","UBERON:2000656","absent","absent","PATO:0000462","","","","","","","","","dermopalatine","UBERON:2000015",""
"Swartz 2012.xml_states529.xml","states529","state531","absent","dermopalatine ectopterygoid","ectopterygoid","UBERON:2000656","absent","absent","PATO:0000462","","","","","","","","","dermopalatine","UBERON:2000015",""
"Swartz 2012.xml_states529.xml","states529","state531","absent","field","anlage","UBERON:0007688","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states529.xml","states529","state532","present","dermopalatine ectopterygoid","ectopterygoid","UBERON:2000656","present","present","PATO:0000467","","","","","","","","","dermopalatine","UBERON:2000015",""
"Swartz 2012.xml_states529.xml","states529","state532","present","field","anlage","UBERON:0007688","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states537.xml","states537","state539","one pair","pair","","","1","count","PATO:0000070","","","","","","","","","","","1"
"Swartz 2012.xml_states537.xml","states537","state540","two pairs","pair","","","2","count","PATO:0000070","","","","","","","","","","","2"
"Swartz 2012.xml_states537.xml","states537","state541","none","fang","cuspid","UBERON:0003674","0","count","PATO:0000070","","","","","","","","ectopterygoid","ectopterygoid","UBERON:2000656","0"
"Swartz 2012.xml_states537.xml","states537","state541","none","ectopterygoid","ectopterygoid","UBERON:2000656","0","count","PATO:0000070","","","","","","","","ectopterygoid","ectopterygoid","UBERON:2000656","0"
"Swartz 2012.xml_states537.xml","states537","state542","one unpaired","fang","cuspid","UBERON:0003674","1","count","PATO:0000070","","","","","","","","ectopterygoid","ectopterygoid","UBERON:2000656","1"
"Swartz 2012.xml_states537.xml","states537","state542","one unpaired","fang","cuspid","UBERON:0003674","unpaired","","","","","","","","","","ectopterygoid","ectopterygoid","UBERON:2000656",""
