?matrix_file	?character_number	?character_text	?state_symbol	?state_text	?entity_id	?entity_name	?quality_id	?quality_name	?related_entity_id	?related_entity_name	?attributes
Bornbusch_1995.xml	17	Contact between the anterior and posterior ceratohyals	1	ceratohyals joined by a synchondral joint throughout growth. Although an interdigitating suture is absent in diplomystids and thypsidorids, it is widespread in other siluriforms and Grande (1987) inferred its presence to be a synapomorphy of the Siluroidea	http://purl.obolibrary.org/obo/UBERON_0011611	ceratohyal bone	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2000627	posterior ceratohyal	structure
Anderson_2007.xml	123	Hemal arches	1	fused to midlength of centrum	http://purl.obolibrary.org/obo/UBERON_0006065	hemal arch	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.org/phenoscape/uuid/fb74d368-c807-4d17-8283-877e147ae6e8	[central region and (part_of some vertebral centrum)]	structure
vari-1995.xml	79	Dorsal-fin position	1	base of dorsal fin situated, at least in part, posterior to vertical through anterior of base of anal fin	http://purl.obolibrary.org/obo/UBERON_0003097	dorsal fin	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_4000163	anal fin	position
vari-1995.xml	79	Dorsal-fin position	0	base of dorsal fin situated anterior to vertical through anterior of base of anal fin	http://purl.obolibrary.org/obo/UBERON_0003097	dorsal fin	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_4000163	anal fin	position
OConnor_etal.xml	151	Ulnare, ventral ramus	0	shorter than dorsal ramus	http://purl.org/phenoscape/uuid/a184239c-0427-4c6e-807e-690c5234a21b	[f20ce0-83b3-40ec-b6f1-b55b8bc46792 and (part_of some (ventral region and (part_of some ulnare)))]	http://purl.obolibrary.org/obo/PATO_0000574	decreased length	http://purl.org/phenoscape/uuid/5a831fc4-b7bd-41e0-8001-b3eda266eb80	[f20ce0-83b3-40ec-b6f1-b55b8bc46792 and (part_of some (dorsal region and (part_of some ulnare)))]	size
Zhu_etal_2009.xml	122	Dorsal cleithrum (AL of the Placodermi), ventral cleithrum (AVL of the Placodermi) and  pectoral spine (SP of the Placodermi)	0	not fused	http://purl.obolibrary.org/obo/UBERON_4300014	dorsal cleithrum	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_2001787	pectoral fin spine	structure
Zhu_etal_2009.xml	122	Dorsal cleithrum (AL of the Placodermi), ventral cleithrum (AVL of the Placodermi) and  pectoral spine (SP of the Placodermi)	0	not fused	http://purl.obolibrary.org/obo/UBERON_4300014	dorsal cleithrum	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_4300015	ventral cleithrum	structure
dePinna_1996.xml	35	Sphenotic contacts	0	sphenotic contacts posteromesially the anterolateral margin of the supraoccipital	http://purl.obolibrary.org/obo/UBERON_2000587	sphenotic	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0004747	supraoccipital bone	structure
Tyler_Santini_2005.xml	59	First pterygiophore of the spiny dorsal fin, placement	1	inserted in the first interneural space, i.e. between the first and second neural spines, or into what would be the preneural space if the first neural arch and spine were not plastered onto the skull, and often slanted forward	http://purl.obolibrary.org/obo/UBERON_2002094	dorsal fin pterygiophore 1	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2001886	neural spine 2	position
Tyler_Santini_2005.xml	59	First pterygiophore of the spiny dorsal fin, placement	1	inserted in the first interneural space, i.e. between the first and second neural spines, or into what would be the preneural space if the first neural arch and spine were not plastered onto the skull, and often slanted forward	http://purl.obolibrary.org/obo/UBERON_2002094	dorsal fin pterygiophore 1	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2001885	neural spine 1	position
Anderson_etal_ 2008.xml	190	Cleithrum head	1	posterodorsally enlarged head wrapping around dorsal scapula	http://purl.obolibrary.org/obo/UBERON_4200033	cleithrum head	http://purl.obolibrary.org/obo/PATO_0001772	surrounding	http://purl.org/phenoscape/uuid/0f0d6d06-83aa-42df-aff7-5b6f098f8fc4	[dorsal region and (part_of some scapula)]	position
Mo_1991_siluroids_Tbl5-8.xml	25	Maxillary barbels	0	embedded in labial tissue	http://purl.obolibrary.org/obo/UBERON_2001938	maxillary barbel	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0001833	lip	structure
Hoshino_2001.xml	28	Relationship of blind side sphenotic and blind side lateral ethmoid	0	generally detached	http://purl.org/phenoscape/uuid/0786663f-33e6-4ca9-b39d-ec9cdf291ffb	[sphenotic and (part_of some blind side)]	http://purl.obolibrary.org/obo/PATO_0001453	detached from	http://purl.org/phenoscape/uuid/28213005-45ad-4b1d-bde9-34f45c7bcd1e	[lateral ethmoid bone and (part_of some blind side)]	structure
Mo_1991_siluroids_Tbl5-8.xml	25	Maxillary barbels	1	free from labial tissue	http://purl.obolibrary.org/obo/UBERON_2001938	maxillary barbel	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0001833	lip	structure
Yates_Warren_2000.xml	113	Supinator process	1	is a discrete projection of bone	http://purl.obolibrary.org/obo/UBERON_4200037	supinator process	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_0002498	deltopectoral crest	structure
Anderson_2007.xml	133	Atlas centrum	1	single notochordal	http://purl.org/phenoscape/uuid/6c465e7d-b978-469e-9c81-da08c8634437	[vertebral centrum and (part_of some vertebral bone 1)]	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_0004096	odontoid process of cervical vertebra 2	structure
dePinna_1993.xml	153	Distances separating the adjacent mesial tips of the four epibranchials	1	at least thrice that between any other adjacent epibranchial tips	http://purl.obolibrary.org/obo/UBERON_2001904	epibranchial element	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2001904	epibranchial element	structure
Martinez_2011.xml	69	Manus, length (longest digit) relative to humerus + radius	2	50-70%	http://purl.org/phenoscape/uuid/7dcfcc19-4984-40b1-9075-0e932c7e3034	[length and (inheres_in some skeleton of manus)]	http://purl.obolibrary.org/obo/PATO_0000122	length	http://purl.org/phenoscape/uuid/9dc680b8-742e-4a98-b274-9b1180010735	[length and (inheres_in some humerus) and (inheres_in some radius bone)]	size
dePinna_1993.xml	153	Distances separating the adjacent mesial tips of the four epibranchials	0	approximately equal in siluromorphs	http://purl.obolibrary.org/obo/UBERON_2001904	epibranchial element	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2001904	epibranchial element	structure
Benson_2012.xml	217	Pubis, length relative to acetabulum	1	1.0?1.5 times	http://purl.obolibrary.org/obo/UBERON_0001275	pubis	http://purl.obolibrary.org/obo/PATO_0000573	increased length	http://purl.obolibrary.org/obo/UBERON_0001269	acetabular part of hip bone	size
Poyato_Ariza_1996.xml	64	Last hypural (5 or 6)	0	similar size	http://purl.obolibrary.org/obo/UBERON_2002056	hypural 6	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2000364	hypural	size
Poyato_Ariza_1996.xml	64	Last hypural (5 or 6)	1	considerably larger than precedents	http://purl.obolibrary.org/obo/UBERON_2002056	hypural 6	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2000364	hypural	size
Hoshino_2001.xml	41	Hypochordal longitudinalis	0	hypochordal longitudinalis with two tendons inserted onto two uppermost “principal rays”	http://purl.obolibrary.org/obo/UBERON_2000230	longitudinal hypochordal	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2001713	caudal principal ray 1	structure
Hoshino_2001.xml	41	Hypochordal longitudinalis	0	hypochordal longitudinalis with two tendons inserted onto two uppermost “principal rays”	http://purl.obolibrary.org/obo/UBERON_2000230	longitudinal hypochordal	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2001714	caudal principal ray 2	structure
Hoshino_2001.xml	41	Hypochordal longitudinalis	1	with one tendon inserted onto uppermost “principal ray”	http://purl.obolibrary.org/obo/UBERON_2000230	longitudinal hypochordal	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2001713	caudal principal ray 1	structure
Zaragueta_2004.xml	42	Neural spine of the second preural centrum	1	as long as the neural spine of the third preural centrum	http://purl.org/phenoscape/uuid/61c6e6d5-d662-4458-8172-7b3de26ebf61	[neural spine and (part_of some preural 2 vertebra)]	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.org/phenoscape/uuid/e30821ff-1dd5-4ccd-a430-0cb8fb31d6ca	[neural spine and (part_of some preural vertebra)]	size
Anderson_2007.xml	135	Atlas parapophyses	1	on transverse process	http://purl.org/phenoscape/uuid/9a458b63-3737-4a38-a79a-5794c733b73b	[parapophysis and (part_of some vertebral bone 1)]	http://purl.obolibrary.org/obo/PATO_0001668	associated with	http://purl.obolibrary.org/obo/UBERON_0001077	transverse process of vertebra	structure
OConnor_etal.xml	239	Digit IV phalanges in distal view, medial trochlear rim enlarged with respect to lateral trochlear rim	1	present	http://purl.org/phenoscape/uuid/9459e4ae-359c-4133-b3bc-c7fb42b52077	[medial margin and (part_of some (trochlear foramen and (part_of some distal phalanx of manual digit 4)))]	http://purl.obolibrary.org/obo/PATO_0000586	increased size	http://purl.org/phenoscape/uuid/44dcea9d-23fd-4b4b-9755-29fbffd8e83e	[lateral margin and (part_of some (trochlear foramen and (part_of some distal phalanx of manual digit 4)))]	size
Buckup_1998.xml	54	Coracoid	1	coracoid reduced in size, not reaching anterior edge of cleithrum	http://purl.obolibrary.org/obo/UBERON_0004743	coracoid bone	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.org/phenoscape/uuid/acc4e3c5-0036-4932-83a7-1cc4aaa2d592	[anterior margin and (part_of some cleithrum)]	structure
Sawada_1982.xml	46	Relation between parhypural and first preural centrum	0	autogenous	http://purl.obolibrary.org/obo/UBERON_2000438	parhypural	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_2000557	preural 1 vertebra	structure
Janvier_2007.xml	24	adductor jaw muscles lateral to palatoquadrate	1	present	http://purl.obolibrary.org/obo/UBERON_2000311	adductor mandibulae complex	http://purl.obolibrary.org/obo/PATO_0001193	lateral to	http://purl.obolibrary.org/obo/UBERON_0011085	palatoquadrate arch	position
Fink_Fink_1981+1996.xml	112	Hypural 1	0	such a hiatus is not present in most other primitive teleosts	http://purl.obolibrary.org/obo/UBERON_2001560	hypural 1	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0003106	urostyle	structure
Bornbusch_1995.xml	24	Crest	0	the A3 crest in most silurid subgroups is confined to the hyomandibula	http://purl.org/phenoscape/uuid/628169f6-e7e3-43a7-a6e6-503c172e05c7	[anatomical projection and (part_of some hyomandibular bone)]	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.org/phenoscape/uuid/a523aa41-1566-4ac8-a492-2434c3419cbe	[anatomical projection and (part_of some quadrate bone)]	structure
dePinna_1996.xml	65	Posterior part of Weberian lamina	1	posterior part of Weberian lamina extensively contacting parapophysis of fifth vertebra	http://purl.org/phenoscape/uuid/4db6b42f-2c5f-4a42-a7ab-5cf0d6d30392	[anatomical projection and (part_of some Weberian apparatus)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2001732	vertebral element 5	position
Anderson_2001.xml	163	humerus length	1	short	http://purl.obolibrary.org/obo/UBERON_0000976	humerus	http://purl.obolibrary.org/obo/PATO_0000574	decreased length	http://purl.obolibrary.org/obo/UBERON_0009568	trunk region of vertebral column	size
Zanata_Vari_2005.xml	88	Relative size of tooth of inner dentary tooth row	0	tooth, when present, large and approximately same height as, or higher than, dorsal limit of symphyseal tooth of outer dentary tooth row	http://purl.obolibrary.org/obo/UBERON_0011594	dentary tooth	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_0011594	dentary tooth	size
Zanata_Vari_2005.xml	88	Relative size of tooth of inner dentary tooth row	1	tooth, when present, small and falling distinctly short of dorsal limit of symphyseal tooth of outer row and of approximately same size as lateral cusp of symphyseal tooth	http://purl.obolibrary.org/obo/UBERON_0011594	dentary tooth	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_0011594	dentary tooth	size
Fang_2003.xml	34	Hypural 6	1	absent or fused together with hypural 5	http://purl.obolibrary.org/obo/UBERON_2002056	hypural 6	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_2001564	hypural 5	structure
Grande_etal_2004.xml	11	Parietals	1	positioned in front of the supraoccipital and in contact with each other	http://purl.obolibrary.org/obo/UBERON_0004865	actinopterygian parietal bone	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.org/phenoscape/uuid/92024815-1065-4ee8-84e6-3155ed7a82de	[contralateral side and (part_of some actinopterygian parietal bone)]	structure
Gauthier_etal_1988.xml	167	Inner two digits of hands and feet	0	less	http://purl.obolibrary.org/obo/UBERON_4200015	inner digits of foot	http://purl.obolibrary.org/obo/PATO_0000592	decreased thickness	http://purl.obolibrary.org/obo/UBERON_4200109	outer digits of pes	size
Imamura_etal_2005.xml	22	Second preural centrum and hemal spine	1	fused	http://purl.obolibrary.org/obo/UBERON_2000586	preural 2 vertebra	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.org/phenoscape/uuid/1bf74857-9c20-4fab-817a-fb12d7454341	[hemal spine and (part_of some preural 2 vertebra)]	structure
Gauthier_etal_1988.xml	167	Inner two digits of hands and feet	1	more robus than outer two	http://purl.obolibrary.org/obo/UBERON_4200015	inner digits of foot	http://purl.obolibrary.org/obo/PATO_0000600	increased width	http://purl.obolibrary.org/obo/UBERON_4200109	outer digits of pes	size
OToole_2002.xml	94	Articulation of the coracoid with the scapula	0	through cartilage	http://purl.obolibrary.org/obo/UBERON_0004743	coracoid bone	http://purl.obolibrary.org/obo/PATO_0002278	articulated with	http://purl.obolibrary.org/obo/UBERON_0006849	scapula	structure
Vigliotta_2008.xml	7	Formation of posterolateral corner of neurocranium	1	posterolateral corner of neurocranium formed largely by prootic, exoccipital, pterotic and sphenotic	http://purl.org/phenoscape/uuid/43b6db5e-8892-4c5b-95b8-2b5fdcb0312a	[postero-lateral region and (part_of some neurocranium)]	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2000576	pterotic	structure
Otero_2004.xml	18	Configuration of the first haemal spine	2	first haemal spine not fused to the parapophyses	http://purl.obolibrary.org/obo/UBERON_2001364	hemal spine	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_0003109	parapophysis	structure
Mabee et al_2011.xml	47	Gill raker shape between ceratobranchial 1 and ceratobranchials 2--4	0	Homomorphic	http://purl.org/phenoscape/uuid/56f215bb-59e7-480c-9fa9-b462506f617d	[gill raker and (part_of some ceratobranchial 1 element)]	http://purl.org/phenoscape/uuid/80e81f66-fc36-4267-b45f-f28341bb8801	[shape and (bearer of some invariant)]	http://purl.org/phenoscape/uuid/ede38b48-8b05-44fd-b74e-0196297c1e45	[gill raker and (part_of some ceratobranchial 3 element)]	shape
Zanata_Vari_2005.xml	155	Degree of development of parietal branch of supraorbital laterosensory canal	0	extending from main supraorbital canal across posterior portion of frontal and into parietal	http://purl.obolibrary.org/obo/UBERON_2001810	supraorbital sensory canal	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0004865	actinopterygian parietal bone	structure
Zhang_et_al_2009.xml	42	Intermedium and ulnare	1	fused to ulnare	http://purl.obolibrary.org/obo/UBERON_3010069	intermedium (fore)	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0002445	ulnare	structure
Zanata_Vari_2005.xml	155	Degree of development of parietal branch of supraorbital laterosensory canal	1	either absent or distinctly shortened and falling short of parietal	http://purl.obolibrary.org/obo/UBERON_2001810	supraorbital sensory canal	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0004865	actinopterygian parietal bone	structure
Zhang_et_al_2009.xml	42	Intermedium and ulnare	0	intermedium separate	http://purl.obolibrary.org/obo/UBERON_3010069	intermedium (fore)	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_0002445	ulnare	structure
Bockman_1998.xml	90	Orientação da extremidade posterior do opérculo em relação á sua margem dorsal [não aditivo]	2	para cima	http://purl.org/phenoscape/uuid/b5612248-435c-4182-80be-96393d04962b	[posterior margin and (part_of some opercle)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.org/phenoscape/uuid/fbb585a2-2907-4433-9a6e-510876a8132e	[dorsal margin and (part_of some opercle)]	position
Nesbitt_2011.xml	245	Metacarpals, proximal ends:	1	abut one another without overlapping	http://purl.org/phenoscape/uuid/d1de71e2-6f24-4fe9-a928-801a72cb5572	[proximal region and (part_of some metacarpal bone)]	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.org/phenoscape/uuid/384e8195-8ac6-4303-a4a7-f779bab34940	[proximal region and (part_of some metacarpal bone)]	structure
Iwami_1985_notothenioidei_Tbl4-5.xml	20	Coracoid-uppermost radial	1	bordered	http://purl.obolibrary.org/obo/UBERON_0004743	coracoid bone	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.org/phenoscape/uuid/58e9165d-3b6c-4282-852a-5e8c35e77386	[pectoral fin radial bone and (continuous with some (dorsal-most region and (part_of some pectoral fin radial bone)))]	structure
Schaefer_1987.xml	0	Dorsal margin of the metapterygoid contacts the lateral ethmoid	0	there is no contact in <i>Astroblepus, Corydoras</i>, or any other siluroid	http://purl.obolibrary.org/obo/UBERON_2000240	metapterygoid	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_2000226	lateral ethmoid bone	structure
Toledo-Piza_2007.xml	42	Opening for dentary canine on anterior portion of snout delimited anteriorly and laterally by premaxilla, posteriorly by maxilla, and medially by vomer mesethmoid	0	absent	http://purl.org/phenoscape/uuid/8231f82f-a462-4b9f-8b31-a2ac199ef521	[bone foramen and (part_of some snout)]	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0002244	premaxilla	structure
Siebert_1987.xml	38	Shoulder girdle [From Sawada 1982 character 37: relationship between mesocoracoid and cleithrum]	0	absent [mesocoracoid and cleithrum separate]	http://purl.obolibrary.org/obo/UBERON_2000239	mesocoracoid bone	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_0004741	cleithrum	structure
Grande_Poyato_1999.xml	73	Lateral line piercing supracleithrum through	1	all through its length	http://purl.obolibrary.org/obo/UBERON_0010202	lateral line	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2000594	supracleithrum	structure
vari-1995.xml	6	Anterior portion of first infraorbital	0	not anteriorly expanded and not close to nasal	http://purl.org/phenoscape/uuid/6148d7cb-352e-4eaf-8d35-800dce7bae97	[anterior region and (part_of some infraorbital 1)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_0001681	nasal bone	position
Cloutier_Arratia_2004.xml	167	Anal fin, base of (LUND 2000, char. 66; POPLIN & LUND 2000, char. 39)	0	anal ends far to caudal fin	http://purl.org/phenoscape/uuid/cfe65812-89b7-4b6e-9c04-4d5e3a3ea189	[posterior margin and (part_of some (basal region and (part_of some anal fin)))]	http://purl.obolibrary.org/obo/PATO_0002233	far from	http://purl.obolibrary.org/obo/UBERON_4000164	caudal fin	position
Mabee et al_2011.xml	30	Epibranchial 2 bone medial tip size relative to epibranchial 2 bone lateral tip size	0	Same or large	http://purl.org/phenoscape/uuid/54421a56-eda6-4070-909b-989fe1fb9bac	[medial side and (part_of some epibranchial 2 bone) and (part_of some tip)]	http://purl.obolibrary.org/obo/PATO_0000586	increased size	http://purl.org/phenoscape/uuid/0af29da7-67c0-46d7-ab7b-dbfd61c52897	[lateral side and (part_of some epibranchial 2 bone) and (part_of some tip)]	size
dePinna_1993.xml	24	Anterior cartilage of the palatine	0	primitively short in siluriforms, its length far less than half the total length of the bony portion of the structure	http://purl.obolibrary.org/obo/UBERON_2001690	anterior cartilage of palatine	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2000620	autopalatine	size
dePinna_1993.xml	24	Anterior cartilage of the palatine	1	the cartilage is enlarged to a length equivalent to almost or more than 50% the length of the bony portion of the palatine	http://purl.obolibrary.org/obo/UBERON_2001690	anterior cartilage of palatine	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2000620	autopalatine	size
Siebert_1987.xml	31	Infraorbital 1 largest of the infraorbital series	0	absent	http://purl.obolibrary.org/obo/UBERON_2000223	infraorbital 1	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2001709	infraorbital series	size
OConnor_etal.xml	157	Alular metacarpal (I), extensor process	2	tip of extensor process conspicuously surpasses articular facet by approximately half the width of facet, producing a pronounced knob	http://purl.org/phenoscape/uuid/15e4cb1c-8ec3-4a53-be20-577ccaf01753	[anatomical projection and (part_of some metacarpal bone of digit 1) and (adjacent to some extensor muscle)]	http://purl.obolibrary.org/obo/PATO_0000573	increased length	http://purl.org/phenoscape/uuid/97768d09-7bcd-432a-8525-574605ca1ce5	[articular surface and (part_of some (distal region and (part_of some proximal phalanx)))]	size
Siebert_1987.xml	31	Infraorbital 1 largest of the infraorbital series	1	present	http://purl.obolibrary.org/obo/UBERON_2000223	infraorbital 1	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_2001709	infraorbital series	size
Gauthier_etal_1988.xml	165	Manual intermedium size relative to centrale	0	large	http://purl.obolibrary.org/obo/UBERON_3010069	intermedium (fore)	http://purl.obolibrary.org/obo/PATO_0000586	increased size	http://purl.obolibrary.org/obo/UBERON_3010060	centrale (fore)	size
Mayden_1989.xml	44	Posterior tip of subopercle	b	subopercle nearly horizontal, posterior corner only slightly  elevated	http://purl.org/phenoscape/uuid/e395d7e6-378a-4093-8a09-89715ee47260	[posterior region and (part_of some subopercle)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.org/phenoscape/uuid/9e46b829-9028-4fde-9f4c-8965424d6819	[anterior region and (part_of some subopercle)]	position
Nesbitt_2011.xml	323	Femur, distal condyles of the femur divided posteriorly:	1	between º and 1/3 the length of the shaft	http://purl.org/phenoscape/uuid/855803a3-2130-4174-86e8-4d7c13effd0c	[condyle of femur and (part_of some distal region)]	http://purl.obolibrary.org/obo/PATO_0000573	increased length	http://purl.obolibrary.org/obo/UBERON_0006862	diaphysis of femur	size
Fink_Fink_1981+1996.xml	44	Ligament (termed the ligamentum primordium)	0	extends between the maxilla adjacent to its articulation with the palatine and the dorsal tip of the anguloarticular at the coronoid process of the lower jaw	http://purl.obolibrary.org/obo/UBERON_2001828	primordial ligament	http://purl.obolibrary.org/obo/PATO_0001667	attached to	http://purl.obolibrary.org/obo/UBERON_0004744	articular/anguloarticular	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	2	ulnare free, 3, 4 and 5 fused	http://purl.obolibrary.org/obo/UBERON_0001433	distal carpal bone 4	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0001432	distal carpal bone 3	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	3	ulanre and 5 fused, 4 free	http://purl.obolibrary.org/obo/UBERON_0001433	distal carpal bone 4	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_0001432	distal carpal bone 3	structure
Fink_Fink_1981+1996.xml	44	Ligament (termed the ligamentum primordium)	1	attaches posteriorly to the anguloarticular near its articular facet with the quadrate	http://purl.obolibrary.org/obo/UBERON_2001828	primordial ligament	http://purl.obolibrary.org/obo/PATO_0001667	attached to	http://purl.obolibrary.org/obo/UBERON_0004744	articular/anguloarticular	structure
Fink_Fink_1981+1996.xml	44	Ligament (termed the ligamentum primordium)	2	attaches to part of the adductor mandibulae muscle rather than to the lower jaw	http://purl.obolibrary.org/obo/UBERON_2001828	primordial ligament	http://purl.obolibrary.org/obo/PATO_0001667	attached to	http://purl.obolibrary.org/obo/UBERON_2000311	adductor mandibulae complex	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	1	ulnare free, 5 and 4 fused	http://purl.obolibrary.org/obo/UBERON_0001433	distal carpal bone 4	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_0001432	distal carpal bone 3	structure
Ruta_and_Bolt_2006.xml	213	Humerus 11	1	radial condyle ventral	http://purl.obolibrary.org/obo/UBERON_0012129	radial head of humerus	http://purl.obolibrary.org/obo/PATO_0001196	ventral to	http://purl.obolibrary.org/obo/UBERON_0004652	humerus diaphysis	position
dePinna_etal_2007.xml	54	Medial attachment of transcapular process	0	directly onto facet on basioccipital	http://purl.obolibrary.org/obo/UBERON_2001683	transcapular ligament	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0001692	basioccipital bone	structure
dePinna_etal_2007.xml	54	Medial attachment of transcapular process	1	onto lateral process of basioccipital	http://purl.obolibrary.org/obo/UBERON_2001683	transcapular ligament	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0001692	basioccipital bone	structure
Chen_1994.xml	16	Contact between anterior ceratohyal and posterior ceratohyal	1	a stout dorsoposterior process of anterior ceratohyal extended caudad to insert into anterodorsal portion of posterior ceratohyal	http://purl.obolibrary.org/obo/UBERON_0011611	ceratohyal bone	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_2000627	posterior ceratohyal	structure
Tyler_etal_2003.xml	52	Degree of hypural fusion (\"+\" indicates fused together)	3	hypurals 1 + 2 and 3 + 4 separate and both plates free from centrum	http://purl.obolibrary.org/obo/UBERON_2002078	hypural plate	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_0001075	vertebral centrum	structure
Chapleau_1993.xml	27	Relation of hypural plates with PU1	1	fusion of hypurals 3 and 4 to the centrum of PU1	http://purl.obolibrary.org/obo/UBERON_2001563	hypural 4	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_2000557	preural 1 vertebra	structure
OConnor_etal.xml	169	Second phalanx of major digit (II)	1	shorter than or equivalent to proximal phalanx	http://purl.org/phenoscape/uuid/d186713e-340b-4ce9-99f7-55959e4cb6f7	[second phalanx and (part_of some digit 2)]	http://purl.obolibrary.org/obo/PATO_0000574	decreased length	http://purl.org/phenoscape/uuid/20ceb5a3-7d50-4628-bf20-8d3cb07f23f9	[proximal phalanx and (part_of some digit 2)]	size
