?matrix_label	?char_number	?char_label	?symbol	?state_label	?entity	?entity_label	?quality	?quality_label	?related_entity	?related_entity_label	?attributes
Tyler_etal_2003.xml	59	Placement of first pterygiophore of spinous dorsal fin	0	behind first interneural space (behind second or subsequent neural spines)	<http://purl.obolibrary.org/obo/UBERON_2002094>	dorsal fin pterygiophore 1	<http://purl.obolibrary.org/obo/PATO_0001633>	posterior to	<http://purl.obolibrary.org/obo/UBERON_2001886>	neural spine 2	position
Fink_Fink_1981+1996.xml	64	Anterior neural arch	1	in other ostariophysans, the articulation between the exoccipital and the dorsal margin of the anterior neural arch (the cartilage just dorsal to the claustrum) is small (Figs 14-18)	<http://purl.obolibrary.org/obo/UBERON_0003861>	neural arch	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0001693>	exoccipital bone	structure
Smith_1992.xml	22	Subtemporal fossa	2	shallow with exoccipital excluded from the fossa	<http://purl.obolibrary.org/obo/UBERON_2001974>	subtemporal fossa	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0001693>	exoccipital bone	structure
Smith_1992.xml	22	Subtemporal fossa	1	shallow with exoccipital corner present In the fossa	<http://purl.obolibrary.org/obo/UBERON_2001974>	subtemporal fossa	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0001693>	exoccipital bone	structure
Zhu_etal_2009.xml	122	Dorsal cleithrum (AL of the Placodermi), ventral cleithrum (AVL of the Placodermi) and  pectoral spine (SP of the Placodermi)	1	fused	<http://purl.obolibrary.org/obo/UBERON_4300015>	ventral cleithrum	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_2001787>	pectoral fin spine	structure
Shirai_1996.xml	57	Scapular process	2	fused to the synarcual	<http://purl.org/phenoscape/uuid/f1df0b0f-3b03-4e1b-9220-025637dba917>	[anatomical projection and (part_of some scapula)]	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_4200128>	synarcual region of vertebral column	structure
Benson_2012.xml	218	Pubis, pubic tubercle anteroventral to acetabulum	4	highly striated region bounded by a longitudinal crest dorsally	<http://purl.obolibrary.org/obo/UBERON_0004529>	anatomical projection	<http://purl.obolibrary.org/obo/PATO_0001772>	surrounding	<http://purl.org/phenoscape/uuid/e61c5e1b-736e-474a-81dc-15e1d7228a76>	[tubercle and (part_of some pubis) and (OBO_REL_located_in some (antero-ventral region and (adjacent to some acetabular part of hip bone)))]	position
Sereno_2009.xml	69	Scapular blade, distal expansion relative to neck	1	approximately 200%	<http://purl.org/phenoscape/uuid/ccf7cbcc-2c47-4ed2-9024-c3524d781ff0>	[width and (inheres_in some (distal region and (part_of some scapular blade)))]	<http://purl.obolibrary.org/obo/PATO_0000586>	increased size	<http://purl.org/phenoscape/uuid/80a218a1-670a-40a2-9039-644789160f8c>	[width and (inheres_in some (proximal region and (part_of some scapular blade)))]	size
Clack_etal_2012.xml	103	Radius and ulna	0	radius much longer than ulna	<http://purl.obolibrary.org/obo/UBERON_0001423>	radius bone	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0001424>	ulna	size
Nesbitt_2011.xml	296	Ischium, proximal articular surfaces:	2	articular surfaces with the ilium and the pubis separated by a large concave surface	<http://purl.org/phenoscape/uuid/dd2af18c-d478-463f-8576-50007f3e8294>	[articular surface and (part_of some (proximal region and (part_of some ischium)))]	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/9109f8e5-e0e9-415d-bdd9-628157c53b6f>	[articular surface and (part_of some pubis)]	structure
Scott_2005.xml	22	Sternum, anteromedial section	0	long procoracoid cartilage, clavicle separated from coracoid by large gap	<http://purl.obolibrary.org/obo/UBERON_0000975>	sternum	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0001105>	clavicle	structure
Anderson_2001.xml	145	sacral parapophysis	0	on centrum	<http://purl.org/phenoscape/uuid/a10d795d-247b-491d-b223-0b70986b3394>	[parapophysis and (part_of some sacral vertebra)]	<http://purl.obolibrary.org/obo/PATO_0001668>	associated with	<http://purl.obolibrary.org/obo/UBERON_0001075>	vertebral centrum	structure
Tyler_Santini_2005.xml	59	First pterygiophore of the spiny dorsal fin, placement	0	behind the first interneural space, i.e. behind the second or subsequent neural spines	<http://purl.obolibrary.org/obo/UBERON_2002094>	dorsal fin pterygiophore 1	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001886>	neural spine 2	position
Swartz_2012.xml	163	Anterior termination of ventral ridge	0	adjacent to the caput humeri	<http://purl.org/phenoscape/uuid/a2a453fb-63de-4d5b-9dc4-65168587b5fa>	[anterior margin and (part_of some ventral humeral ridge)]	<http://purl.obolibrary.org/obo/PATO_0002259>	adjacent to	<http://purl.obolibrary.org/obo/UBERON_0004411>	proximal epiphysis of humerus	position
Tyler_Santini_2005.xml	59	First pterygiophore of the spiny dorsal fin, placement	2	first neural spine not plastered onto the skull, and base of the first pterygiophore in the preneural space between the skull and the free end of the first neural spine	<http://purl.org/phenoscape/uuid/983e0f6b-560b-48a9-832c-a64dbb830264>	[basal region and (part_of some dorsal fin pterygiophore 1)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/29854854-bf29-4254-b5e5-1c277c2759e4>	[proximal region and (part_of some neural spine 1)]	position
Sidlauskas_Vari_2008.xml	147	Alignment and contact of fourth and fifth upper pharyngeal tooth-plates	0	fourth upper pharyngeal tooth-plate aligned with and contacting fifth upper pharyngeal tooth-plate	<http://purl.obolibrary.org/obo/UBERON_2001654>	upper pharyngeal 4 tooth plate	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001656>	upper pharyngeal 5 tooth plate	structure
Sidlauskas_Vari_2008.xml	147	Alignment and contact of fourth and fifth upper pharyngeal tooth-plates	1	fourth upper pharyngeal tooth-plate angled and contacting fourth epibranchial	<http://purl.obolibrary.org/obo/UBERON_2001654>	upper pharyngeal 4 tooth plate	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001908>	epibranchial 4 element	structure
Nesbitt_2011.xml	296	Ischium, proximal articular surfaces:	0	articular surfaces with the ilium and the pubis continuous	<http://purl.org/phenoscape/uuid/1052200b-e60b-42a0-8917-13fec92308cc>	[articular surface and (part_of some (proximal region and (part_of some ischium)))]	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.org/phenoscape/uuid/fe72e7e0-e939-4049-a55b-d06817a46aca>	[articular surface and (part_of some ilium)]	structure
Friel_1994.xml	29	Opercle-interopercle connection	1	interopercle tightly attached to shortened ventral limb of opercle often by a butt suture	<http://purl.obolibrary.org/obo/UBERON_2000250>	opercle	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000674>	interopercle	structure
Friel_1994.xml	29	Opercle-interopercle connection	0	interopercles present but not tightly attached to ventral limb of opercle	<http://purl.obolibrary.org/obo/UBERON_2000250>	opercle	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000674>	interopercle	structure
Martinez_2011.xml	76	Manus digit I phalanx 1, length relative to metacarpal 1	1	subequal to or longer	<http://purl.org/phenoscape/uuid/c3a2dd6e-e3e4-4dc1-8c6d-7a82770dedb9>	[proximal phalanx and (part_of some manual digit 1)]	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0003645>	metacarpal bone of digit 1	size
Albert_2001.xml	85	Antorbital size	1	antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine	<http://purl.org/phenoscape/uuid/b07e08e3-6e12-49ab-966d-22c6069f8025>	[dorsal region and (part_of some antorbital)]	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2000620>	autopalatine	structure
Nesbitt_2011.xml	234	Humerus, distal end width:	1	greater than 30% of humerus length	<http://purl.org/phenoscape/uuid/33150984-abc1-464c-858c-ac0f26bb9705>	[distal region and (part_of some humerus)]	<http://purl.obolibrary.org/obo/PATO_0000586>	increased size	<http://purl.obolibrary.org/obo/UBERON_0000976>	humerus	size
Near_etal_2003.xml	3	Pterosphenoid	0	borders sphenoid	<http://purl.obolibrary.org/obo/UBERON_2000419>	pterosphenoid	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0003111>	sphenoid region	structure
Sidlauskas_Vari_2008.xml	50	Rotation of ventral portion of maxilla relative to anterolateral flange of maxilla	0	anterolateral and ventral flanges of maxilla rotated relative to each other along main axis of bone with result that ventral portion of maxilla lies in parasagittal plane and anterolateral flange of bone lies in in transverse plane	<http://purl.org/phenoscape/uuid/30043afc-423d-4eac-a146-c0ae8de33a01>	[ventral region and (part_of some maxilla)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/7e9a0b47-270a-4dd9-84e6-0ce215f43e2e>	[anatomical projection and (part_of some maxilla)]	position
Fink_Fink_1981+1996.xml	80	Anteriormost two parapophyses	1	in most primitive teleosts, including <i>Chanos</i>, the parapophyses of the centra anterior to the dorsal fin are present as autogenous elements	<http://purl.obolibrary.org/obo/UBERON_2001392>	parapophysis 1	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001983>	centrum 1	structure
Zaragueta_2004.xml	29	First ural centrum	0	roughly the same size as preural centra	<http://purl.obolibrary.org/obo/UBERON_2002065>	ural centrum 1	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_2000734>	preural vertebra	size
Zaragueta_2004.xml	29	First ural centrum	1	smaller	<http://purl.obolibrary.org/obo/UBERON_2002065>	ural centrum 1	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_2000734>	preural vertebra	size
Smith_1992.xml	130	Ninth cranial nerve exit	1	through exoccipital	<http://purl.obolibrary.org/obo/UBERON_0001649>	glossopharyngeal nerve	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001693>	exoccipital bone	position
Smith_1992.xml	130	Ninth cranial nerve exit	0	between exoccipital and prootic	<http://purl.obolibrary.org/obo/UBERON_0001649>	glossopharyngeal nerve	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0001693>	exoccipital bone	position
Smith_1992.xml	130	Ninth cranial nerve exit	0	between exoccipital and prootic	<http://purl.obolibrary.org/obo/UBERON_0001649>	glossopharyngeal nerve	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004746>	prootic bone	position
Lucena-Menezes-1998.xml	27	Bony bridge formed by dorsolateral extension of coracoid and median blade from cleithrum	0	paraIlel with median horizontal plan of body	<http://purl.org/phenoscape/uuid/a013b17e-acc3-48eb-9e10-d9ba35ed94c8>	[anatomical projection and (part_of some coracoid bone)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/1c838493-6d41-4795-bf53-092148e49277>	[anatomical projection and (part_of some cleithrum)]	position
Schaefer_1987.xml	17	Dermal plates posterior to the anus	2	in <i>Hypoptopomatines</i> the first two or more plates posterior to the anus make contact at the midline	<http://purl.org/phenoscape/uuid/f864bf47-a2c2-453a-a35e-d34dc881b64b>	[bony plate and (posterior_to some proctodeum)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.org/phenoscape/uuid/7493e39a-32e7-47a5-bc47-ac134617e34d>	[bony plate and (posterior_to some proctodeum)]	structure
Albert_2001.xml	168	Posttemporal	1	posttemporal fused with supracleithrum in mature specimens	<http://purl.obolibrary.org/obo/UBERON_2000549>	posttemporal	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_2000594>	supracleithrum	structure
OConnor_etal.xml	175	Intermembral index = (length of humerus + ulna)/(length of femur + tibiotarsus)	3	greater than 1.1	<http://purl.org/phenoscape/uuid/f2295a15-6208-4ac7-90e6-291d97ee49b4>	[length and (inheres_in some humerus) and (inheres_in some ulna)]	<http://purl.obolibrary.org/obo/PATO_0001470>	proportionality to	<http://purl.org/phenoscape/uuid/8db5175c-9551-4378-a3f6-f3d40114c6ed>	[length and (inheres_in some femur) and (inheres_in some tibiotarsus)]	
Scott_2005.xml	149	Relative length of Digit III of hand	1	Digit II equal in length or extending beyond Digit III	<http://purl.obolibrary.org/obo/UBERON_0006049>	digit 2	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0006050>	digit 3	size
Cloutier_Arratia_2004.xml	167	Anal fin, base of (LUND 2000, char. 66; POPLIN & LUND 2000, char. 39)	1	anal ends close to caudal fin	<http://purl.org/phenoscape/uuid/50cdca76-eae2-4cab-b8ea-ed2f874bbb7b>	[posterior margin and (part_of some (basal region and (part_of some anal fin)))]	<http://purl.obolibrary.org/obo/PATO_0002259>	adjacent to	<http://purl.obolibrary.org/obo/UBERON_4000164>	caudal fin	position
Scott_2005.xml	149	Relative length of Digit III of hand	0	Digit II not reaching tip of Digit III	<http://purl.obolibrary.org/obo/UBERON_0006049>	digit 2	<http://purl.obolibrary.org/obo/PATO_0000574>	decreased length	<http://purl.obolibrary.org/obo/UBERON_0006050>	digit 3	size
Bockman_1998.xml	258	Local de inserção do músculo levator operculi no opérculo	0	na margem dorsal e dorso-posterior da superficie medial	<http://purl.obolibrary.org/obo/UBERON_0011649>	levator operculi	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2000250>	opercle	position
Bockman_1998.xml	258	Local de inserção do músculo levator operculi no opérculo	1	na superficie lateral, cobrindo quase toda sua metade superior	<http://purl.obolibrary.org/obo/UBERON_0011649>	levator operculi	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2000250>	opercle	position
OConnor_etal.xml	97	Scapular acromion costolaterally wider than deeper	1	present	<http://purl.org/phenoscape/uuid/37cce26d-6ebc-42bb-bf33-d70688e94c93>	[width and (inheres_in some (lateral region and (part_of some acromion)))]	<http://purl.obolibrary.org/obo/PATO_0000586>	increased size	<http://purl.org/phenoscape/uuid/7b88fda2-91c9-44f2-91de-3b5d9204e7c8>	[depth and (inheres_in some (lateral region and (part_of some acromion)))]	size
Shibatta_1998.xml	8	Frontal (alargamento, figura 12)	1	esta largura é de aproximadamente 12,3%. Em algumas espécies de Pseudopimelodidae este par pode ter largura maior ou igual a 21% ou menor ou iguala 25%	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0001703>	neurocranium	size
Shibatta_1998.xml	8	Frontal (alargamento, figura 12)	2	maior que 25%	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0001703>	neurocranium	size
Shibatta_1998.xml	8	Frontal (alargamento, figura 12)	0	primitivamente em Siluriformes o par de ossos frontais é largo, porém menor que 20% do comprimento do neurocrânio na altura dos olhos	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0001703>	neurocranium	size
dePinna_1993.xml	144	Mesial tips of the first and second epibranchials	0	not extend mesially in front of the anterior margin of pharyngobranchial 3 in siluromorphs	<http://purl.obolibrary.org/obo/UBERON_2001905>	epibranchial 1 element	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001912>	pharyngobranchial 3 element	position
dePinna_1993.xml	144	Mesial tips of the first and second epibranchials	1	in ariids, apomorphically, epibranchials I and 2 extend mesially to cover the anterior margin of the third pharyngobranchial	<http://purl.obolibrary.org/obo/UBERON_2001905>	epibranchial 1 element	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001912>	pharyngobranchial 3 element	position
Chen_1994.xml	42	Posterior-limb connection limited on one side only	0	absent	<http://purl.obolibrary.org/obo/UBERON_2001968>	outer mental barbel	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001969>	inner mental barbel	structure
Brazeau_2009.xml	105	Scapular process	0	comineralised with coracoid	<http://purl.obolibrary.org/obo/UBERON_4200123>	scapular process	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_0004743>	coracoid bone	structure
Lundberg_1992.xml	0	Posterior flap of adipose fin	1	adnate to back and partly joined to caudal fin	<http://purl.obolibrary.org/obo/UBERON_2000251>	adipose fin	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_4000164>	caudal fin	structure
Buckup_1998.xml	54	Coracoid	1	coracoid reduced in size, not reaching anterior edge of cleithrum	<http://purl.obolibrary.org/obo/UBERON_0004743>	coracoid bone	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/0020a1c6-e579-425e-865e-f41e3ebcbcb0>	[anterior margin and (part_of some cleithrum)]	structure
Carroll_2007.xml	71	Torsion angle between the planes of the proximal and distal areas of expansion	0	roughly 30 degrees	<http://purl.obolibrary.org/obo/UBERON_0004411>	proximal epiphysis of humerus	<http://purl.obolibrary.org/obo/PATO_0001051>	acute angle to	<http://purl.obolibrary.org/obo/UBERON_0004404>	distal epiphysis of humerus	position
Carroll_2007.xml	71	Torsion angle between the planes of the proximal and distal areas of expansion	1	40 to 50 degrees	<http://purl.obolibrary.org/obo/UBERON_0004411>	proximal epiphysis of humerus	<http://purl.obolibrary.org/obo/PATO_0001051>	acute angle to	<http://purl.obolibrary.org/obo/UBERON_0004404>	distal epiphysis of humerus	position
Benson_2012.xml	190	Interclavicle, shape of posterior margin of head	1	grades gradually into shaft	<http://purl.org/phenoscape/uuid/5498a9b9-98aa-44a4-99bb-0dfa12af80e2>	[posterior margin and (part_of some (proximal region and (part_of some interclavicle)))]	<http://purl.obolibrary.org/obo/PATO_0001653>	aligned with	<http://purl.org/phenoscape/uuid/182c9606-1e9b-49db-831f-3916da19fc9b>	[diaphysis and (part_of some interclavicle)]	position
Nesbitt_2011.xml	384	Metatarsal I:	0	reaches the proximal surface of metatarsal II	<http://purl.obolibrary.org/obo/UBERON_0003650>	metatarsal bone of digit 1	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.org/phenoscape/uuid/fcb40f38-f0cd-42e2-871c-5a538c3c2756>	[proximal surface and (inheres_in some metatarsal bone of digit 2)]	structure
Tyler_etal_2003.xml	60	Position of base of first dorsal-fin pterygiophore in first interneural/preneural space	1	front, contacting skull and first vertebra between sides of neural arch and spine	<http://purl.obolibrary.org/obo/UBERON_2002094>	dorsal fin pterygiophore 1	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0010323>	cranial skeletal system	structure
Tyler_etal_2003.xml	60	Position of base of first dorsal-fin pterygiophore in first interneural/preneural space	1	front, contacting skull and first vertebra between sides of neural arch and spine	<http://purl.obolibrary.org/obo/UBERON_2002094>	dorsal fin pterygiophore 1	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2001877>	neural arch 1	structure
Tyler_etal_2003.xml	60	Position of base of first dorsal-fin pterygiophore in first interneural/preneural space	1	front, contacting skull and first vertebra between sides of neural arch and spine	<http://purl.obolibrary.org/obo/UBERON_2002094>	dorsal fin pterygiophore 1	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2001885>	neural spine 1	structure
Sawada_1982.xml	0	Distal ends of premaxillary ascending processes	0	separate	<http://purl.org/phenoscape/uuid/b86dfcbe-fbfd-4194-9709-27a662fbc637>	[distal region and (part_of some premaxilla ascending process)]	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/1474b1ee-f8b9-4649-9193-81fb75a6735d>	[distal region and (part_of some (premaxilla ascending process and (part_of some (contralateral side and (part_of some multi-cellular organism)))))]	structure
Vari-Harold-2001.xml	7	Primordial ligament	1	more rotund in cross section and attaching primarily to distal one-half of maxilla but not to distal portion of that bone	<http://purl.obolibrary.org/obo/UBERON_2001828>	primordial ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_0002397>	maxilla	structure
Vari-Harold-2001.xml	7	Primordial ligament	0	relatively flat transversely and attaching to posteromedial process of ascending process of maxilla	<http://purl.obolibrary.org/obo/UBERON_2001828>	primordial ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_2001603>	maxilla ascending process	structure
Martinez_2011.xml	69	Manus, length (longest digit) relative to humerus + radius	1	approximately 40%	<http://purl.org/phenoscape/uuid/42485a97-8faf-4d9f-8959-bafeaec832a2>	[length and (inheres_in some skeleton of manus)]	<http://purl.obolibrary.org/obo/PATO_0000122>	length	<http://purl.org/phenoscape/uuid/4d6ea0c2-c389-4c3c-946d-8621742574b7>	[length and (inheres_in some humerus) and (inheres_in some radius bone)]	size
Cloutier_Arratia_2004.xml	13	Premaxillae, relation of (DIETZE 2000, char. 34)	0	premaxillae not in contact with nasal bones	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0001681>	nasal bone	structure
Royero_1999.xml	131	Anal fin in adult males	1	rotated posteroventrally and orientated horizontally with respect to main body axis	<http://purl.org/phenoscape/uuid/eda2e104-9d95-4efd-a695-70ab9b7db2ca>	[anal fin and (part_of some male organism)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0000468>	multi-cellular organism	position
Sawada_1982.xml	17	Connection between parietal and sphenotic	1	absent	<http://purl.obolibrary.org/obo/UBERON_0004865>	actinopterygian parietal bone	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2000587>	sphenotic	structure
Carroll_2007.xml	71	Torsion angle between the planes of the proximal and distal areas of expansion	2	approximately 90 degrees	<http://purl.obolibrary.org/obo/UBERON_0004411>	proximal epiphysis of humerus	<http://purl.obolibrary.org/obo/PATO_0001321>	right angle to	<http://purl.obolibrary.org/obo/UBERON_0004404>	distal epiphysis of humerus	position
Gauthier_etal_1988.xml	180	Pubis-ischium	1	both rotated backwards to lie below rear of acetabulum	<http://purl.obolibrary.org/obo/UBERON_0001275>	pubis	<http://purl.obolibrary.org/obo/PATO_0001600>	posteriorly rotated	<http://purl.obolibrary.org/obo/UBERON_0001274>	ischium	position
Zhu_etal_2009.xml	122	Dorsal cleithrum (AL of the Placodermi), ventral cleithrum (AVL of the Placodermi) and  pectoral spine (SP of the Placodermi)	0	not fused	<http://purl.obolibrary.org/obo/UBERON_4300015>	ventral cleithrum	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_2001787>	pectoral fin spine	structure
Lund_Grogan_2004_euchondrocephala.xml	68	pectoral fin position	2	nape of the neck	<http://purl.obolibrary.org/obo/UBERON_0000151>	pectoral fin	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0000974>	neck	position
Vigliotta_2008.xml	7	Formation of posterolateral corner of neurocranium	0	posterolateral corner of neurocranium formed by exoccipital, epioccipital, pterotic and posttemporo-supracleithrum	<http://purl.org/phenoscape/uuid/62c562cb-0961-41a6-b68d-8731356e97a8>	[postero-lateral region and (part_of some neurocranium)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001998>	posttemporal-supracleithrum	structure
Fabrezi_2006.xml	50	Epicoracoid	0	widely overlapping	<http://purl.org/phenoscape/uuid/e70a603b-f417-4091-a69d-cc13adcfed7d>	[epicoracoid and (in_left_side_of some multi-cellular organism)]	<http://purl.obolibrary.org/obo/PATO_0001590>	overlap with	<http://purl.org/phenoscape/uuid/113bb887-b0b5-40e3-a777-f6b58d9e0f13>	[epicoracoid and (in_right_side_of some multi-cellular organism)]	structure
Fink_Fink_1981+1996.xml	112	Hypural 1	0	such a hiatus is not present in most other primitive teleosts	<http://purl.obolibrary.org/obo/UBERON_2001560>	hypural 1	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0003106>	urostyle	structure
Coburn_Cavender_1992.xml	76	Gnathic ramus of dentary	1	deflected laterally	<http://purl.org/phenoscape/uuid/b934d89d-af1f-45ae-8302-ed386ebddc3e>	[anatomical projection and (part_of some dentary)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004742>	dentary	position
Ruta_2011.xml	65	Length of posterior margin of entepicondyle	1	subequal to	<http://purl.org/phenoscape/uuid/e9d0b3b9-7448-4926-8099-82add1495ff2>	[posterior margin and (part_of some entepicondyle of humerus)]	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/bf81d412-b3c6-4e41-b17d-588bb7906172>	[zone of bone organ and (part_of some (humerus diaphysis and (adjacent to some entepicondyle of humerus)))]	size
Royero_1999.xml	76	Union of neural spine of fourth and fifth vertebrae to first two basal radials	0	broad and not longer than wide	<http://purl.obolibrary.org/obo/UBERON_0001076>	neural spine	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000271>	radial bone	structure
Royero_1999.xml	76	Union of neural spine of fourth and fifth vertebrae to first two basal radials	1	forming a narrow elongated bony bridge	<http://purl.obolibrary.org/obo/UBERON_0001076>	neural spine	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000271>	radial bone	structure
Scott_2005.xml	20	clavicle, thickness	0	approximately equal in width along entire length, bony and thick, meeting the procoracoid cartilage medially	<http://purl.org/phenoscape/uuid/74cf1657-d03c-4442-b96d-84baa6676f18>	[medial region and (part_of some clavicle)]	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0011246>	procoracoid bone	structure
Toledo-Piza_2007.xml	81	Bony bridge formed by dorsolateral extension of coracoid and median blade of cleithrum	0	approximately parallel to horizontal plane of body	<http://purl.obolibrary.org/obo/UBERON_0004743>	coracoid bone	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004741>	cleithrum	position
Toledo-Piza_2007.xml	81	Bony bridge formed by dorsolateral extension of coracoid and median blade of cleithrum	1	dorsally inclined with respect to horizontal plane of body	<http://purl.obolibrary.org/obo/UBERON_0004743>	coracoid bone	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004741>	cleithrum	position
