"id","source","characterID","stateID","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt","CharDescrip"
125,"Swartz_2012.xml_356d11bf-d5a7-4fc9-8e20-7c28fa2f8558.xml","356d11bf-d5a7-4fc9-8e20-7c28fa2f8558","c3a8cd11-a41d-4fbf-9f4b-79ea93ce2d61","present","hyomandibular facet","hyomandibular bone;hyomandibula","http://purl.obolibrary.org/obo/UBERON:0011606;http://purl.obolibrary.org/obo/UBERON:2000672","present","present","PATO:0000467","","","","","","","","","","","","Otic capsule lateral commissure bearing hyomandibular facets"
126,"Swartz_2012.xml_35a632cc-26b6-422c-964d-dcf8ebb21b15.xml","35a632cc-26b6-422c-964d-dcf8ebb21b15","65fd79ed-e085-41dc-bc92-4159f3a53ffa","present","basicranial fenestra","basicranial fenestra","http://purl.obolibrary.org/obo/UBERON:3000037","present","present","PATO:0000467","","","","","","","","","","","","Basicranial fenestra"
127,"Swartz_2012.xml_35a632cc-26b6-422c-964d-dcf8ebb21b15.xml","35a632cc-26b6-422c-964d-dcf8ebb21b15","b231221c-b02f-4c87-9f46-16128a5cf535","absent","basicranial fenestra","basicranial fenestra","http://purl.obolibrary.org/obo/UBERON:3000037","absent","absent","PATO:0000462","","","","","","","","","","","","Basicranial fenestra"
128,"Swartz_2012.xml_35d73d7e-1b2d-4991-b0c4-4daaa2c9adb7.xml","35d73d7e-1b2d-4991-b0c4-4daaa2c9adb7","44bce2c6-fdf3-4eae-872c-0b7696590134","absent","endoskeletal intracranial joint","skeletal joint","http://purl.obolibrary.org/obo/UBERON:0000982","absent","absent","PATO:0000462","","","","","","","","","","","","Endoskeletal intracranial joint"
129,"Swartz_2012.xml_35d73d7e-1b2d-4991-b0c4-4daaa2c9adb7.xml","35d73d7e-1b2d-4991-b0c4-4daaa2c9adb7","e9d97b1b-3163-46e1-a11d-5fc4690b2945","present","endoskeletal intracranial joint","skeletal joint","http://purl.obolibrary.org/obo/UBERON:0000982","present","present","PATO:0000467","","","","","","","","","","","","Endoskeletal intracranial joint"
130,"Swartz_2012.xml_366d6775-79b2-4ba1-b1a4-e6030c2d5555.xml","366d6775-79b2-4ba1-b1a4-e6030c2d5555","16c4dc26-d258-491f-805a-82e366e62001","absent","mandibular sensory canal","mandibular sensory canal","http://purl.obolibrary.org/obo/UBERON:2001814","absent","absent","PATO:0000462","","","","","","","","","","","","Mandibular sensory canal"
131,"Swartz_2012.xml_366d6775-79b2-4ba1-b1a4-e6030c2d5555.xml","366d6775-79b2-4ba1-b1a4-e6030c2d5555","828e3308-2453-4f07-b63f-aa21ec58444b","present","mandibular sensory canal","mandibular sensory canal","http://purl.obolibrary.org/obo/UBERON:2001814","present","present","PATO:0000467","","","","","","","","","","","","Mandibular sensory canal"
132,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","a65446ae-8846-46f9-bdf3-0d50045cf136","abruptly tapering or stepped margin","dentary","dentary","http://purl.obolibrary.org/obo/UBERON:0004742","tapering [abruptly]","","","","","","","margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","","","",""," Dentary ventral edge"
133,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","a65446ae-8846-46f9-bdf3-0d50045cf136","abruptly tapering or stepped margin","dentary","dentary","http://purl.obolibrary.org/obo/UBERON:0004742","stepped margin","","","","","","","margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","","","",""," Dentary ventral edge"
134,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","a65446ae-8846-46f9-bdf3-0d50045cf136","abruptly tapering or stepped margin","ventral edge","anatomical margin","BSPO:0000006","tapering [abruptly]","","","","","","","","","","","","",""," Dentary ventral edge"
135,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","a65446ae-8846-46f9-bdf3-0d50045cf136","abruptly tapering or stepped margin","ventral edge","anatomical margin","BSPO:0000006","stepped margin","","","","","","","","","","","","",""," Dentary ventral edge"
136,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","f221a4bc-4856-484c-a77a-3fa960f30d89","smooth continuous line","line","","","smooth","smooth","PATO:0000701","","","","","","","","","","",""," Dentary ventral edge"
137,"Swartz_2012.xml_38cfeb83-3bab-403d-ad60-606afe312e34.xml","38cfeb83-3bab-403d-ad60-606afe312e34","f221a4bc-4856-484c-a77a-3fa960f30d89","smooth continuous line","line","","","continuous","continuous","PATO:0000689","","","","","","","","","","",""," Dentary ventral edge"
138,"Swartz_2012.xml_39865dcb-4bce-4c0c-9059-4402cc95438b.xml","39865dcb-4bce-4c0c-9059-4402cc95438b","71725be6-a6ee-495d-84a7-68b296bbf050","absent","posttemporal","posttemporal","http://purl.obolibrary.org/obo/UBERON:2000549","absent","absent","PATO:0000462","","","","","","","","","","","","Posttemporal"
139,"Swartz_2012.xml_39865dcb-4bce-4c0c-9059-4402cc95438b.xml","39865dcb-4bce-4c0c-9059-4402cc95438b","f818979c-0abb-446a-8aff-99c47d773c20","present","posttemporal","posttemporal","http://purl.obolibrary.org/obo/UBERON:2000549","present","present","PATO:0000467","","","","","","","","","","","","Posttemporal"
140,"Swartz_2012.xml_3a60997b-28f1-4592-b847-556bd6a38d17.xml","3a60997b-28f1-4592-b847-556bd6a38d17","0c720985-3f94-41c7-800a-48c1e4941818","no","posterior coronoid 1","coronoid","http://purl.obolibrary.org/obo/UBERON:3000103","","","","not longer","","","","","","","","","","","Posterior coronoid one-third longer than more anterior coronoids"
141,"Swartz_2012.xml_3a60997b-28f1-4592-b847-556bd6a38d17.xml","3a60997b-28f1-4592-b847-556bd6a38d17","0c720985-3f94-41c7-800a-48c1e4941818","no","anterior coronoid","coronoid","http://purl.obolibrary.org/obo/UBERON:3000103","","","","not more","","","","","","","","","","","Posterior coronoid one-third longer than more anterior coronoids"
142,"Swartz_2012.xml_3a60997b-28f1-4592-b847-556bd6a38d17.xml","3a60997b-28f1-4592-b847-556bd6a38d17","d1fcd438-6f66-4fc9-a390-0132c2e4785d","yes","posterior coronoid 1","coronoid","http://purl.obolibrary.org/obo/UBERON:3000103","longer","increased length","PATO:0000573","","","","","","","","","","","","Posterior coronoid one-third longer than more anterior coronoids"
143,"Swartz_2012.xml_3a60997b-28f1-4592-b847-556bd6a38d17.xml","3a60997b-28f1-4592-b847-556bd6a38d17","d1fcd438-6f66-4fc9-a390-0132c2e4785d","yes","anterior coronoid","coronoid","http://purl.obolibrary.org/obo/UBERON:3000103","more","","","","","","","","","","","","","","Posterior coronoid one-third longer than more anterior coronoids"
144,"Swartz_2012.xml_3a637498-6021-411b-89c4-40e570931867.xml","3a637498-6021-411b-89c4-40e570931867","794c5897-7419-48f9-a971-cdaf96b683af","extensive","tectum orbitale","superior colliculus;midbrain tectum","http://purl.obolibrary.org/obo/UBERON:0001945;http://purl.obolibrary.org/obo/UBERON:0002314","extensive","","","","","","","","","","","","","","Tectum orbitale"
145,"Swartz_2012.xml_3a637498-6021-411b-89c4-40e570931867.xml","3a637498-6021-411b-89c4-40e570931867","c58e9d3e-46d6-4530-a49a-ed5dedc20298","narrow","tectum orbitale","superior colliculus;midbrain tectum","http://purl.obolibrary.org/obo/UBERON:0001945;http://purl.obolibrary.org/obo/UBERON:0002314","narrow","decreased width","PATO:0000599","","","","","","","","","","","","Tectum orbitale"
146,"Swartz_2012.xml_3b84a488-7241-4841-98fd-8cb1c5167309.xml","3b84a488-7241-4841-98fd-8cb1c5167309","38fd7276-7439-416e-b74a-53a851324b0c","exposed","anocleithrum","anocleithrum","http://purl.obolibrary.org/obo/UBERON:4000160","exposed","protruding out of","PATO:0001646","","","","","","","","","","","","Anocleithrum"
147,"Swartz_2012.xml_3bfcce63-c65b-45d6-87d3-6a7422f4021b.xml","3bfcce63-c65b-45d6-87d3-6a7422f4021b","06dfeb1d-7e2d-49be-a06a-e1e5dd471e1a","absent","vomerine row","","","absent","absent","PATO:0000462","","","","","tooth","calcareous tooth","http://purl.obolibrary.org/obo/UBERON:0001091","","","","","Vomerine row of small teeth"
148,"Swartz_2012.xml_3bfcce63-c65b-45d6-87d3-6a7422f4021b.xml","3bfcce63-c65b-45d6-87d3-6a7422f4021b","06dfeb1d-7e2d-49be-a06a-e1e5dd471e1a","absent","tooth","calcareous tooth","http://purl.obolibrary.org/obo/UBERON:0001091","absent","absent","PATO:0000462","","","","","","","","","","","","Vomerine row of small teeth"
149,"Swartz_2012.xml_3bfcce63-c65b-45d6-87d3-6a7422f4021b.xml","3bfcce63-c65b-45d6-87d3-6a7422f4021b","c6286f7a-f653-4fcb-a6f4-06ed2989a2d3","present","vomerine row","","","present","present","PATO:0000467","","","","","tooth","calcareous tooth","http://purl.obolibrary.org/obo/UBERON:0001091","","","","","Vomerine row of small teeth"
150,"Swartz_2012.xml_3bfcce63-c65b-45d6-87d3-6a7422f4021b.xml","3bfcce63-c65b-45d6-87d3-6a7422f4021b","c6286f7a-f653-4fcb-a6f4-06ed2989a2d3","present","tooth","calcareous tooth","http://purl.obolibrary.org/obo/UBERON:0001091","present","present","PATO:0000467","","","","","","","","","","","","Vomerine row of small teeth"
151,"Swartz_2012.xml_3d4b238a-e92a-48ed-b441-9e3b24cc0159.xml","3d4b238a-e92a-48ed-b441-9e3b24cc0159","82109bad-cc55-4b68-ad96-56b80dd5e293","present","intemporal","","","present","present","PATO:0000467","","","","","","","","","","","","Intemporal"
152,"Swartz_2012.xml_3d4b238a-e92a-48ed-b441-9e3b24cc0159.xml","3d4b238a-e92a-48ed-b441-9e3b24cc0159","a25fdb32-c65f-4aa5-a8a1-b7517b1b14e3","absent","intemporal","","","absent","absent","PATO:0000462","","","","","","","","","","","","Intemporal"
153,"Swartz_2012.xml_3dd02f0c-7e1a-4f13-9f63-a86c066b7e06.xml","3dd02f0c-7e1a-4f13-9f63-a86c066b7e06","176451c4-714b-42de-893b-3715de822662","large","profundus foramen","anatomical conduit;cranial conduit","http://purl.obolibrary.org/obo/UBERON:0004111;http://purl.obolibrary.org/obo/UBERON:0005744","large","increased size","PATO:0000586","","","","","","","","postnasal wall",",postnasal wall",",http://purl.obolibrary.org/obo/UBERON:3000454","","Profundus foramen in postnasal wall"
154,"Swartz_2012.xml_3dd02f0c-7e1a-4f13-9f63-a86c066b7e06.xml","3dd02f0c-7e1a-4f13-9f63-a86c066b7e06","176451c4-714b-42de-893b-3715de822662","large","postnasal wall","postnasal wall","http://purl.obolibrary.org/obo/UBERON:3000454","large","increased size","PATO:0000586","","","","","","","","postnasal wall","postnasal wall","http://purl.obolibrary.org/obo/UBERON:3000454","","Profundus foramen in postnasal wall"
155,"Swartz_2012.xml_3dd02f0c-7e1a-4f13-9f63-a86c066b7e06.xml","3dd02f0c-7e1a-4f13-9f63-a86c066b7e06","e7dfb394-19a8-425c-80e1-1de706990ee8","small","profundus foramen","anatomical conduit;cranial conduit","http://purl.obolibrary.org/obo/UBERON:0004111;http://purl.obolibrary.org/obo/UBERON:0005744","small","decreased size","PATO:0000587","","","","","","","","postnasal wall",",postnasal wall",",http://purl.obolibrary.org/obo/UBERON:3000454","","Profundus foramen in postnasal wall"
156,"Swartz_2012.xml_3dd02f0c-7e1a-4f13-9f63-a86c066b7e06.xml","3dd02f0c-7e1a-4f13-9f63-a86c066b7e06","e7dfb394-19a8-425c-80e1-1de706990ee8","small","postnasal wall","postnasal wall","http://purl.obolibrary.org/obo/UBERON:3000454","small","decreased size","PATO:0000587","","","","","","","","postnasal wall","postnasal wall","http://purl.obolibrary.org/obo/UBERON:3000454","","Profundus foramen in postnasal wall"
157,"Swartz_2012.xml_3e388885-2440-479a-9ae3-5a2782cd25db.xml","3e388885-2440-479a-9ae3-5a2782cd25db","31d5e396-847d-4209-9a9c-cd0b7d2848e6","oblong with distinct anterior overlap area","anterior overlap area","anterior region","BSPO:0000071","distinct","conspicuous","PATO:0000463","","","","","","","","","","","","Anocleithrum"
158,"Swartz_2012.xml_3e388885-2440-479a-9ae3-5a2782cd25db.xml","3e388885-2440-479a-9ae3-5a2782cd25db","31d5e396-847d-4209-9a9c-cd0b7d2848e6","oblong with distinct anterior overlap area","anocleithrum","anocleithrum","http://purl.obolibrary.org/obo/UBERON:4000160","oblong","oblong","PATO:0000946","","","","","anterior overlap area","anterior region","BSPO:0000071","","","","","Anocleithrum"
159,"Swartz_2012.xml_3e388885-2440-479a-9ae3-5a2782cd25db.xml","3e388885-2440-479a-9ae3-5a2782cd25db","5b7b8272-5214-4b93-819b-299fcd2656f3","drop-shaped with no anterior overlap area","anterior overlap area","anterior region","BSPO:0000071","absent","absent","PATO:0000462","","","","","","","","","","","","Anocleithrum"
160,"Swartz_2012.xml_3e388885-2440-479a-9ae3-5a2782cd25db.xml","3e388885-2440-479a-9ae3-5a2782cd25db","5b7b8272-5214-4b93-819b-299fcd2656f3","drop-shaped with no anterior overlap area","anocleithrum","anocleithrum","http://purl.obolibrary.org/obo/UBERON:4000160","drop-shaped","","","","","","","anterior overlap area","anterior region","BSPO:0000071","","","","","Anocleithrum"
161,"Swartz_2012.xml_3e388885-2440-479a-9ae3-5a2782cd25db.xml","3e388885-2440-479a-9ae3-5a2782cd25db","a7b95c45-00b1-4704-80fa-6b9b7b235a32","absent","anocleithrum","anocleithrum","http://purl.obolibrary.org/obo/UBERON:4000160","absent","absent","PATO:0000462","","","","","","","","","","","","Anocleithrum"
162,"Swartz_2012.xml_3ef6f0ea-6082-40fa-9ebe-5e47a645771a.xml","3ef6f0ea-6082-40fa-9ebe-5e47a645771a","1f992756-605d-4177-85c6-a5f73546d328","yes","entopterygoid","entopterygoid","http://purl.obolibrary.org/obo/UBERON:2000657","meeting","","","","","","","","","","","","","","Entopterygoids meeting in midline"
163,"Swartz_2012.xml_3ef6f0ea-6082-40fa-9ebe-5e47a645771a.xml","3ef6f0ea-6082-40fa-9ebe-5e47a645771a","9a5873f6-aa97-45e3-aec8-d6a7b29be039","no","entopterygoid","entopterygoid","http://purl.obolibrary.org/obo/UBERON:2000657","","","","not meeting","","","","","","","","","","","Entopterygoids meeting in midline"
164,"Swartz_2012.xml_3f0fd2a4-61aa-445d-ab5e-7fae95af5713.xml","3f0fd2a4-61aa-445d-ab5e-7fae95af5713","10fe2c60-c375-4e6c-824d-a1b168d06a98","yes","flange","process","VAO:0000180","projecting ","","","","","","","","","","","","","","Prearticular with mesially projecting flange on dorsal edge along posterior border of adductor fossa"
165,"Swartz_2012.xml_3f0fd2a4-61aa-445d-ab5e-7fae95af5713.xml","3f0fd2a4-61aa-445d-ab5e-7fae95af5713","6c9a52df-6495-4874-9627-373f055d6be1","no","flange","process","VAO:0000180","","","","not projecting ","","","","","","","","","","","Prearticular with mesially projecting flange on dorsal edge along posterior border of adductor fossa"
166,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","0b052e96-17d3-457c-a9d1-9f7f637f24c0","45 to 48 percent","skull roof","dermatocranium","http://purl.obolibrary.org/obo/UBERON:0003113","45-48","count","PATO:0000070","","","","","","","","","","","45-48","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
167,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","0b052e96-17d3-457c-a9d1-9f7f637f24c0","45 to 48 percent","orbit","orbit","http://purl.obolibrary.org/obo/UBERON:2001967","45-48","count","PATO:0000070","","","","","","","","","","","45-48","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
168,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","2efbc5a1-69fc-453d-b812-1ed854273153","33 to 40 percent","skull roof","dermatocranium","http://purl.obolibrary.org/obo/UBERON:0003113","33-40","count","PATO:0000070","","","","","","","","","","","33-40","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
169,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","2efbc5a1-69fc-453d-b812-1ed854273153","33 to 40 percent","orbit","orbit","http://purl.obolibrary.org/obo/UBERON:2001967","33-40","count","PATO:0000070","","","","","","","","","","","33-40","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
170,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","41685ac6-9723-4677-af54-068f3fdb79f2","greater than 53 percent","skull roof","dermatocranium","http://purl.obolibrary.org/obo/UBERON:0003113","53 [greater than]","count","PATO:0000070","","","","","","","","","","","53","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
171,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","41685ac6-9723-4677-af54-068f3fdb79f2","greater than 53 percent","orbit","orbit","http://purl.obolibrary.org/obo/UBERON:2001967","53 [greater than]","count","PATO:0000070","","","","","","","","","","","53","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
172,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","fce936f6-315c-4eee-a94a-0e01497c5ae1","20 to 30percent","skull roof","dermatocranium","http://purl.obolibrary.org/obo/UBERON:0003113","20 to 30percent","count","PATO:0000070","","","","","","","","","","","20 to 30percent","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
173,"Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.xml","41b2ab1d-7360-4ab2-afa5-0f4d74140708","fce936f6-315c-4eee-a94a-0e01497c5ae1","20 to 30percent","orbit","orbit","http://purl.obolibrary.org/obo/UBERON:2001967","20 to 30percent","count","PATO:0000070","","","","","","","","","","","20 to 30percent","Proportion of skull roof (measured as length from tip of snout to posterior margin of postparietals^n) lying anterior to middle of orbits"
174,"Swartz_2012.xml_43e4640d-3fac-4060-ac24-92d9e006f63d.xml","43e4640d-3fac-4060-ac24-92d9e006f63d","274d91c4-9301-40d1-9f41-bcd5a9e4e114","three times as long as broad","prefrontal","prefrontal bone","http://purl.obolibrary.org/obo/UBERON:0010750","broad [3 times]","broad","PATO:0002359","","","","","","","","","","","","Prefrontal (anterior supraorbital)"
175,"Swartz_2012.xml_43e4640d-3fac-4060-ac24-92d9e006f63d.xml","43e4640d-3fac-4060-ac24-92d9e006f63d","d14f41b7-9dc0-402b-a54b-53acb2b25811","twice as long as broad or less","prefrontal","prefrontal bone","http://purl.obolibrary.org/obo/UBERON:0010750","broad [2 times]","broad","PATO:0002359","","","","","","","","","","","","Prefrontal (anterior supraorbital)"
176,"Swartz_2012.xml_43e4640d-3fac-4060-ac24-92d9e006f63d.xml","43e4640d-3fac-4060-ac24-92d9e006f63d","d14f41b7-9dc0-402b-a54b-53acb2b25811","twice as long as broad or less","prefrontal","prefrontal bone","http://purl.obolibrary.org/obo/UBERON:0010750","broad [2 times;less]","broad","PATO:0002359","","","","","","","","","","","","Prefrontal (anterior supraorbital)"
177,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","09064891-31e0-4310-8fec-0b1b4d984626","absent or almost absent","Nature of dermal ornament","","","absent","absent","PATO:0000462","","","","","","","","","","","","Nature of dermal ornament"
178,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","09064891-31e0-4310-8fec-0b1b4d984626","absent or almost absent","Nature of dermal ornament","","","absent [almost]","absent","PATO:0000462","","","","","","","","","","","","Nature of dermal ornament"
179,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","17650c1e-3c10-4d2d-9309-00250c5db77a","tuberculate","Nature of dermal ornament","","","tuberculate","","","","","","","","","","","","","","Nature of dermal ornament"
180,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","26ae1a9f-180b-4449-b2c7-6146e9242241","irregular","Nature of dermal ornament","","","irregular","","","","","","","","","","","","","","Nature of dermal ornament"
181,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","377c0fe8-62d8-4ee4-a89b-7c631874d9a0","fairly regular pit and ridge","pit","","","regular [fairly]","","","","","","","","","","","","","","Nature of dermal ornament"
182,"Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564.xml","449daa7b-084b-4dfb-98e9-bd538b2cc564","377c0fe8-62d8-4ee4-a89b-7c631874d9a0","fairly regular pit and ridge","ridge","process","VAO:0000180","regular [fairly]","","","","","","","","","","","","","","Nature of dermal ornament"
183,"Swartz_2012.xml_45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a.xml","45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a","29dd65bc-66c6-4903-ba23-7e8801fcc533","short with lip fold","lip","lip","http://purl.obolibrary.org/obo/UBERON:0001833","fold","","","","","","","","","","","","","","Length of dentary"
184,"Swartz_2012.xml_45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a.xml","45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a","29dd65bc-66c6-4903-ba23-7e8801fcc533","short with lip fold","dentary","dentary","http://purl.obolibrary.org/obo/UBERON:0004742","short","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","lip","lip","http://purl.obolibrary.org/obo/UBERON:0001833","","","","","Length of dentary"
185,"Swartz_2012.xml_45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a.xml","45cf20b0-5e9a-4b9d-ba4a-a2ebb3e4980a","888953ff-5923-4507-80d6-73efa547667f","long","dentary","dentary","http://purl.obolibrary.org/obo/UBERON:0004742","long","size","PATO:0000117","","","","","","","","","","","","Length of dentary"
186,"Swartz_2012.xml_465cf613-a22d-41bf-8666-c8e561f501c7.xml","465cf613-a22d-41bf-8666-c8e561f501c7","0d0e4398-8ddc-4e66-ba50-44c1a33d1c88","present","lacrimal","lacrimal","http://purl.obolibrary.org/obo/UBERON:3010146","present","present","PATO:0000467","","","","","","","","","","","","Contact between lacrimal and posterior supraorbital (postfrontal)"
187,"Swartz_2012.xml_465cf613-a22d-41bf-8666-c8e561f501c7.xml","465cf613-a22d-41bf-8666-c8e561f501c7","0d0e4398-8ddc-4e66-ba50-44c1a33d1c88","present","posterior supraorbital","posterior region","BSPO:0000072","present","present","PATO:0000467","","","","","","","","","","","","Contact between lacrimal and posterior supraorbital (postfrontal)"
188,"Swartz_2012.xml_465cf613-a22d-41bf-8666-c8e561f501c7.xml","465cf613-a22d-41bf-8666-c8e561f501c7","e23cfcac-3d03-4636-925f-845e13d1a2b6","absent","lacrimal","lacrimal","http://purl.obolibrary.org/obo/UBERON:3010146","absent","absent","PATO:0000462","","","","","","","","","","","","Contact between lacrimal and posterior supraorbital (postfrontal)"
189,"Swartz_2012.xml_465cf613-a22d-41bf-8666-c8e561f501c7.xml","465cf613-a22d-41bf-8666-c8e561f501c7","e23cfcac-3d03-4636-925f-845e13d1a2b6","absent","posterior supraorbital","posterior region","BSPO:0000072","absent","absent","PATO:0000462","","","","","","","","","","","","Contact between lacrimal and posterior supraorbital (postfrontal)"
190,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","1757eaa3-b252-46bc-bc8d-937608330ad7","gradually decreasing from dorsal to ventral","prearticular","prearticular","http://purl.obolibrary.org/obo/UBERON:3000458","decreasing [gradually]","","","","","","","","","","","","","","Prearticular shagreen field, distribution"
191,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","1757eaa3-b252-46bc-bc8d-937608330ad7","gradually decreasing from dorsal to ventral","prearticular","prearticular","http://purl.obolibrary.org/obo/UBERON:3000458","ventral","","","","","","","","","","","","","","Prearticular shagreen field, distribution"
192,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","1757eaa3-b252-46bc-bc8d-937608330ad7","gradually decreasing from dorsal to ventral","field","anlage","http://purl.obolibrary.org/obo/UBERON:0007688","decreasing [gradually]","","","","","","","","","","","","","","Prearticular shagreen field, distribution"
193,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","1757eaa3-b252-46bc-bc8d-937608330ad7","gradually decreasing from dorsal to ventral","field","anlage","http://purl.obolibrary.org/obo/UBERON:0007688","ventral","","","","","","","","","","","","","","Prearticular shagreen field, distribution"
194,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","73bf0499-8576-429e-b3b1-05d883e86655","well defined dorsal longitudinal band","dorsal longitudinal band","band form neutrophil","http://purl.obolibrary.org/obo/CL:0000560","defined [well]","","","","","","","","","","","dorsal region","BSPO:0000079","","Prearticular shagreen field, distribution"
195,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","f1e5f929-419f-44f4-be20-24a6424cb286","scattered patches or absent","patch","","","scattered","distributed","PATO:0001566","","","","","","","","","","","","Prearticular shagreen field, distribution"
196,"Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36.xml","47e141f9-d556-432e-9e43-e76e7bb97b36","f1e5f929-419f-44f4-be20-24a6424cb286","scattered patches or absent","patch","","","absent","absent","PATO:0000462","","","","","","","","","","","","Prearticular shagreen field, distribution"
197,"Swartz_2012.xml_49affdda-e4ac-4957-9d4c-0079ff3b601d.xml","49affdda-e4ac-4957-9d4c-0079ff3b601d","ab699154-3dfc-43d8-ae43-e46163bebb51","height/width ratio 40 to 50 percent","glenoid","","","ratio","ratio","PATO:0001038","","","","","","","","","","","","Glenoid proportions"
198,"Swartz_2012.xml_49affdda-e4ac-4957-9d4c-0079ff3b601d.xml","49affdda-e4ac-4957-9d4c-0079ff3b601d","ab699154-3dfc-43d8-ae43-e46163bebb51","height/width ratio 40 to 50 percent","glenoid","","","40-50","count","PATO:0000070","","","","","","","","","","","40-50","Glenoid proportions"
199,"Swartz_2012.xml_49affdda-e4ac-4957-9d4c-0079ff3b601d.xml","49affdda-e4ac-4957-9d4c-0079ff3b601d","cacc5105-261b-4375-bed6-e30391518609","height/width ratio 60 percent or greater","glenoid","","","ratio","ratio","PATO:0001038","","","","","","","","","","","","Glenoid proportions"
