File	Character Number	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label						File	Character Number	Character Label												File	Character Number	Character Label															pectoral girdle (more than one element)				scapula			coracoid					clavicle				interclavicle				cliethrum				sternum				humerus				ulna				radius			carpals					metacarpals				phalanges		pelvic girdle (more than one element)			ilium			pubis		ischium		femur		tibia		fibula		tarsal					metatarsals				phalanges				digits		
OConnor_etal.xml	99	"Scapula, acromion process"	1	projected less cranially than the articular surface for coracoid	UBERON_0002497	acromion	PATO_0002490	anterior orientation						Coates_Sequiera_2001.xml	32	Anteriormost proximal radial (propterygium)																								Sereno_2009.xml	8	Nasal border of antorbital fossa																																																																																				
OConnor_etal.xml	100	"Scapula, acromion process"	0	straight	UBERON_0002497	acromion	PATO_0002180	straight						Cloutier_Arratia_2004.xml	179	"Anterodorsal extension of scale (SCHULTZE 1977; PATTERSON 1982, char. 4; GARDINER 1984, char. 1; GARDINER & SCHAEFFER 1989, char. A20; SCHULTZE & CUMBAA 2001, char. 89; ZHU & SCHULTZE 2001, char. 201)"																								Sereno_2009.xml	1	"Premaxilla, ventral ramus (lateral view), shape"																																																																																				
Nesbitt_2011.xml	220	"Scapula, acromion process:"	0	in the about the same plane as ventral edge of the scapula	UBERON_0002497	acromion	PATO_0001689	decreased elevation						Ruta_2011.xml	117	Anteroposterior																								Sereno_2009.xml	97	"Pubic foot, anterior ramus, length relative to posterior ramus"																																																																																				
Nesbitt_2011.xml	220	"Scapula, acromion process:"	1	distinctly raised above the ventral edge of the scapula	UBERON_0002497	acromion	PATO_0001369	raised						DiDario_2004.xml	207	"Antorbital (Johnson e Patterson, 1996#65)"																								Sereno_2009.xml	96	"Pubic obturator opening, posterior margin"																																																																																				
DiDario_2004.xml	29	"Grau de desenvolvimento dos parietais (Fink e Fink, 1981#10)"	1	parietais reduzidos	UBERON_0004865	actinopterygian parietal bone	PATO_0000587	decreased size						Cloutier_Arratia_2004.xml	78	"Antorbital bone (WATSON 1925; BEMIS et al. 1997, char. 27; FINDEIS 1997, char. 4; DIETZE 2000, char. 33 in part; LUND et al. 1995, char. 2, 16 in part; LUND 2000, char. 3, 24, 25 in part; GARDINER & SCHAEFFER 1989, char. 11, A10; COATES 1999, char. 13; LUND & POPLIN 2002, char. 8 in part)"																								Sereno_2009.xml	68	"Scapular acromion, angle between posterior margin of acromion and anterodorsal margin of blade"																																																																																				
DiDario_2004.xml	29	"Grau de desenvolvimento dos parietais (Fink e Fink, 1981#10)"	0	parietais desenvolvidos	UBERON_0004865	actinopterygian parietal bone	PATO_0000586	increased size						Cloutier_Arratia_2004.xml	79	"Antorbital, shape of (LUND et al. 1995, char. 15; LUND 2000, char. 25; POPLIN & LUND 2000, char. 4; LUND & POPLIN 2002, char. 9)"																								Sereno_2009.xml	67	"Scapular acromion, height relative to neck of scapular blade"																																																																																				
Cloutier_Arratia_2004.xml	54	"Parietal, contact of (SCHULTZE & CUMBAA 2001, char. 63; CLOUTIER & AHLBERG 1996, char. 34; ZHU & SCHULTZE 2001, char. 23)"	0	parietal contacts supraorbital	UBERON_0004865	actinopterygian parietal bone	PATO_0001961	in contact with						Daeschler_etal_2006.xml	55	Archipterygial pectoral fin																								Sereno_2009.xml	70	"Scapular blade, distal expansion relative to neck"																																																																																				
Cloutier_Arratia_2004.xml	54	"Parietal, contact of (SCHULTZE & CUMBAA 2001, char. 63; CLOUTIER & AHLBERG 1996, char. 34; ZHU & SCHULTZE 2001, char. 23)"	1	parietal not in contact with supraorbital	UBERON_0004865	actinopterygian parietal bone	PATO_0001505	separated from						Daeschler_etal_2006.xml	102	Area proximal to radial facet																								Sereno_2009.xml	69	"Scapular blade, width of neck"																																																																																				
Cloutier_Arratia_2004.xml	53	"Parietal, number of (LUND et al. 1995, char. 18; LUND 2000; JOLLIE 1962; SCHULTZE & ARSENAULT 1985; ALLIS 1922; DAGET 1950; JARVIK 1981; LUND & POPLIN 2002, char. 14)"	0	one pair of parietals	UBERON_0004865	actinopterygian parietal bone	PATO_0000070	count						Holland_2013.xml	80	Area proximal to radial facets 																								Sereno_2009.xml	99	"Tibia, length relative to femur (compared to theropods of comparable body size)"																																																																																				
Cloutier_Arratia_2004.xml	53	"Parietal, number of (LUND et al. 1995, char. 18; LUND 2000; JOLLIE 1962; SCHULTZE & ARSENAULT 1985; ALLIS 1922; DAGET 1950; JARVIK 1981; LUND & POPLIN 2002, char. 14)"	1	two pairs of parietals	UBERON_0004865	actinopterygian parietal bone	PATO_0000070	count						DiDario_2004.xml	166	Articulação entre o inter-hial e o cerato-hial posterior																								Sereno_2009.xml	76	"Ulnar distal articular surface, form"																																																																																				
DiDario_2004.xml	31	"Relação entre extra-escapulares e parietais (Grande, 1985#3; Lecointre e Nelson,  1996#7; Johnson e Patterson, 1996#20)"	1	extra-escapulares e parietais independentes	UBERON_0004865	actinopterygian parietal bone	PATO_0000141	structure						DiDario_2004.xml	169	Articulação entre o quadrado e o hiomandibular																								Sereno_2009.xml	77	"Ulnar olecranon process, form"																																																																																				
DiDario_2004.xml	31	"Relação entre extra-escapulares e parietais (Grande, 1985#3; Lecointre e Nelson,  1996#7; Johnson e Patterson, 1996#20)"	0	extra-escapulares e parietais fusionados	UBERON_0004865	actinopterygian parietal bone	PATO_0000642	fused with						DiDario_2004.xml	159	Articulação entre o quadrado e o metapterigóide - multiestado ordenado																								Sereno_2009.xml	75	"Ulnar shaft axis, form"																																																																																				
DiDario_2004.xml	30	"Relação entre os parietais (Grande, 1985#10; Johnson e Patterson, 1996#19)"	1	parietais encontrando-se medialmente	UBERON_0004865	actinopterygian parietal bone	PATO_0000141	structure						DiDario_2004.xml	8	"Articulação mesetmóide/vômer (Fink e Fink, 1981#2)"																								Scott_2005.xml	135	"Breeding male, length of Digit IV of hand"																																																																																				
DiDario_2004.xml	30	"Relação entre os parietais (Grande, 1985#10; Johnson e Patterson, 1996#19)"	0	parietais completamente separados pelo supra-occipital	UBERON_0004865	actinopterygian parietal bone	PATO_0000141	structure						Nesbitt_2011.xml	358	Articular facet for the astragalus of the calcaneum lies:																								Scott_2005.xml	134	"Breeding males, subterminal spike formed from Metacarpal II"																																																																																				
DiDario_2004.xml	30	"Relação entre os parietais (Grande, 1985#10; Johnson e Patterson, 1996#19)"	0	parietais completamente separados pelo supra-occipital	UBERON_0004865	actinopterygian parietal bone	PATO_0000141	structure						Shirai_1996.xml	59	Articular process of the coracoid for the pectoral basals																								Scott_2005.xml	111	Cartilago sesamoides																																																																																				
Coates_Sequiera_2001.xml	29	Paired fin radials barely extend beyond level of body wall	1	present	UBERON_2000089	actinotrichium								Carroll_2007.xml	70	Articulating surface for articulation with scapulocoracoid																								Scott_2005.xml	26	Dilation of the coracoid																																																																																				
Laurin_1998.xml	146	Femoral adductor blade	0	absent	UBERON_4200028	adductor blade	PATO_0000462	absent						Carroll_2007.xml	71	Articulation surfaces for radius and ulna																								Scott_2005.xml	105	Distal intercalary elements																																																																																				
Laurin_1998.xml	146	Femoral adductor blade	1	"present, long"	UBERON_4200028	adductor blade	PATO_0000573	increased length						Carroll_2007.xml	94	Articulation with the acetabulum																								Scott_2005.xml	149	Dorsal digital scutes on terminal phalanx of feet																																																																																				
Laurin_1998.xml	146	Femoral adductor blade	2	"present, reduced distally."	UBERON_4200028	adductor blade	PATO_0000574	decreased length						Daeschler_etal_2006.xml	90	Articulations for more than two radials on ulnare																								Scott_2005.xml	114	"Flange (crista lateralis sensu Gaupp, 1896) on dorsolateral surface of humerus of mature male"																																																																																				
Vallin_Laurin_2004.xml	145	Femoral adductor blade	0	absent	UBERON_4200028	adductor blade	PATO_0000462	absent						Cannatella_1985.xml	16	ARTTYPE - Type of iliosacral articulation																								Scott_2005.xml	115	"Flange (crista ventralis sensu Gaupp, 1896) on ventral surface of humerus"																																																																																				
Vallin_Laurin_2004.xml	145	Femoral adductor blade	1	"present, long"	UBERON_4200028	adductor blade	PATO_0001154	elongated						DiDario_2004.xml	84	Associação entre o ramo distal do pós-temporal e o crânio																								Scott_2005.xml	32	"If metasternum ossified, shape"																																																																																				
Vallin_Laurin_2004.xml	145	Femoral adductor blade	2	"present, reduced distally"	UBERON_4200028	adductor blade	PATO_0000587	decreased size						Laurin_Reisz_and_Sumida 1997.xml	148	Astragalus																								Scott_2005.xml	14	"Ilium, height of dorsal crest as measured centrally"																																																																																				
Ruta_2011.xml	114	Femur adductor blade	0	distinguished distally from shaft by angle or notch 	UBERON_4200028	adductor blade	PATO_0001505	separated from						Nesbitt_2011.xml	370	"Astragalus-calcaneum, articulation:  "																								Scott_2005.xml	155	"Inner metatarsal tubercle of female, length compared to length of Digit V (as measured from the base of the subarticular tubercle to tip of Digit V)"																																																																																				
Carroll_2007.xml	97	Ventral ridge system	0	"proximally located internal trochanter, elongated fourth trochanter along the adductor blade [as in Coates (1996)] occupying  approx. 50 precent of the length of the femur, succeeded by the adductor crest, extending to nearly the end of the shaft"	UBERON_4200028	adductor blade	PATO_0000573	increased length						Nesbitt_2011.xml	369	"Astragalus-calcaneum, ossified astragalo-calaneal canal:"																								Scott_2005.xml	27	Medial edges of coracoids																																																																																				
Carroll_2007.xml	97	Ventral ridge system	1	"as in (0), but adductor blade and crest much reduced"	UBERON_4200028	adductor blade	PATO_0000574	decreased length						Martinez_2011.xml	120	"Astragalus-calcaneum, suture and mutual processes"																								Scott_2005.xml	118	Metacarpal of Digit II in breeding male																																																																																				
Carroll_2007.xml	97	Ventral ridge system	2	"as in (0), but adductor blade much shortened, and adductor crest extended for much of the distal half of the shaft"	UBERON_4200028	adductor blade	PATO_0000574	decreased length						Nesbitt_2011.xml	368	"Astragalus-calcaneum, ventral articular surface:"																								Scott_2005.xml	117	Metacarpal of Digit II of breeding male																																																																																				
Carroll_2007.xml	97	Ventral ridge system	3	"as in (0), but adductor blade extends to no more than half the length of the shaft"	UBERON_4200028	adductor blade	PATO_0000574	decreased length						Martinez_2011.xml	123	"Astragalus, (anterior) ascending process, fibular articulation, orientation"																								Scott_2005.xml	116	"Metacarpal of Digit IV in breeding males, distal tuberosity"																																																																																				
Carroll_2007.xml	97	Ventral ridge system	4	ventral ridge system very poorly ossified	UBERON_4200028	adductor blade	PATO_0002480	poorly ossified						Martinez_2011.xml	124	"Astragalus, (anterior) ascending process, shape"																								Scott_2005.xml	29	Omosternum style																																																																																				
Carroll_2007.xml	97	Ventral ridge system	6	loss of adductor ridge system;	UBERON_4200028	adductor blade	PATO_0000462	absent						Nesbitt_2011.xml	356	"Astragalus, anterior ascending flange (anterior process):"																								Scott_2005.xml	30	"Omosternum, shape of proximal end (base) that articulates with pectoral girdle"																																																																																				
Carroll_2007.xml	97	Ventral ridge system	7	"as in (0), but with internal trochanter merged with short adductor crest;"	UBERON_4200028	adductor blade	PATO_0000573	increased length						Nesbitt_2011.xml	357	"Astragalus, anterior hollow:"																								Scott_2005.xml	9	Ossification of suprascapular cartilage																																																																																				
Carroll_2007.xml	97	Ventral ridge system	8	"as in (3), but distinction between blade and crest lost"	UBERON_4200028	adductor blade	PATO_0000642	fused with						Martinez_2011.xml	126	"Astragalus, anterolateral process for calcaneum"																								Scott_2005.xml	154	Outer two metatarsals																																																																																				
Carroll_2007.xml	97	Ventral ridge system	9	"as in (3), but with loss of fourth trochanter"	UBERON_4200028	adductor blade	PATO_0000574	decreased length						Nesbitt_2011.xml	361	"Astragalus, anteromedial corner shape: "																								Scott_2005.xml	24	Pectoral girdles																																																																																				
Laurin_Reisz_and_Sumida 1997.xml	146	Adductor crest	0	absent	UBERON_4200029	adductor crest	PATO_0000462	absent						Martinez_2011.xml	125	"Astragalus, anteromedial corner, shape (dorsal view)"																								Scott_2005.xml	33	"Posterior section of sternum, shape"																																																																																				
Laurin_Reisz_and_Sumida 1997.xml	146	Adductor crest	1	present	UBERON_4200029	adductor crest	PATO_0000467	present						Nesbitt_2011.xml	367	"Astragalus, articular surface for the calcaneum:"																								Scott_2005.xml	150	Relative length of Digit III of hand																																																																																				
Carroll_2007.xml	97	Ventral ridge system	0	"proximally located internal trochanter, elongated fourth trochanter along the adductor blade [as in Coates (1996)] occupying  approx. 50 precent of the length of the femur, succeeded by the adductor crest, extending to nearly the end of the shaft"	UBERON_4200029	adductor crest	PATO_0002463	extends to						Nesbitt_2011.xml	355	"Astragalus, dorsally expanded process on the posterolateral portion of the tibial facet:"																								Scott_2005.xml	151	"Relative length of Digit IV of hand, adult males"																																																																																				
Carroll_2007.xml	97	Ventral ridge system	0	"proximally located internal trochanter, elongated fourth trochanter along the adductor blade [as in Coates (1996)] occupying  approx. 50 precent of the length of the femur, succeeded by the adductor crest, extending to nearly the end of the shaft"	UBERON_4200029	adductor crest	PATO_0000573	increased length						Nesbitt_2011.xml	360	"Astragalus, dorsolateral margin:"																								Scott_2005.xml	109	Sesamoid in the aponeurosis palmaris																																																																																				
Carroll_2007.xml	97	Ventral ridge system	1	"as in (0), but adductor blade and crest much reduced"	UBERON_4200029	adductor crest	PATO_0000574	decreased length						Martinez_2011.xml	121	"Astragalus, fibular facet"																								Scott_2005.xml	108	Sesamoid(s) on ventrolateral surface of tarsometatarsal joint																																																																																				
Carroll_2007.xml	97	Ventral ridge system	2	"as in (0), but adductor blade much shortened, and adductor crest extended for much of the distal half of the shaft"	UBERON_4200029	adductor crest	PATO_0000573	increased length						Martinez_2011.xml	122	"Astragalus, fibular facet, primary orientation"																								Scott_2005.xml	107	Sesamoid(s) on ventromedial surface of tarsometatarsal joint																																																																																				
Carroll_2007.xml	97	Ventral ridge system	2	"as in (0), but adductor blade much shortened, and adductor crest extended for much of the distal half of the shaft"	UBERON_4200029	adductor crest	PATO_0002463	extends to						Benson_2012.xml	237	"Astragalus, orientation of tibial articular suface"																								Scott_2005.xml	120	Shape of terminal phalanx of Digit IV of foot																																																																																				
Carroll_2007.xml	97	Ventral ridge system	3	"as in (0), but adductor blade extends to no more than half the length of the shaft"	UBERON_4200029	adductor crest	PATO_0000574	decreased length						Nesbitt_2011.xml	363	"Astragalus, posterior groove:"																								Scott_2005.xml	119	Shape of tips of terminal phalanx of Digit IV of hand																																																																																				
Carroll_2007.xml	97	Ventral ridge system	4	ventral ridge system very poorly ossified	UBERON_4200029	adductor crest	PATO_0002480	poorly ossified						Martinez_2011.xml	127	"Astragalus, posteromedial crest (to posteromedial corner)"																								Scott_2005.xml	23	"Sternum, anteromedial section"																																																																																				
Carroll_2007.xml	97	Ventral ridge system	6	loss of adductor ridge system;	UBERON_4200029	adductor crest	PATO_0000462	absent						Nesbitt_2011.xml	362	"Astragalus, proximal articular facet for fibula occupies:"																								Scott_2005.xml	104	Tarsal one (not naviculare)																																																																																				
Carroll_2007.xml	97	Ventral ridge system	7	"as in (0), but with internal trochanter merged with short adductor crest;"	UBERON_4200029	adductor crest	PATO_0000574	decreased length						Benson_2012.xml	238	"Astragalus, proximal neck region"																								Scott_2005.xml	153	Tip of terminal phalanx of Digit IV of foot																																																																																				
Carroll_2007.xml	97	Ventral ridge system	9	"as in (3), but with loss of fourth trochanter"	UBERON_4200029	adductor crest	PATO_0000574	decreased length						Nesbitt_2011.xml	359	"Astragalus, proximal surface:"																								Scott_2005.xml	28	Ventral elements of pectoral girdle 																																																																																				
Ruta_2011.xml	111	Proximal end of femur adductor crest reaching midshaft length	0	no	UBERON_4200029 and (PHENOSCAPE_extends_to some (ff06ad9c-ece3-4044-869b-217b20728cf6 and (BFO_0000050 some UBERON_0000981)))	adductor crest and (PHENOSCAPE_extends_to some (ff06ad9c-ece3-4044-869b-217b20728cf6 and (part of some femur)))	PATO_0000462	absent						Nesbitt_2011.xml	354	"Astragalus, ridge separating the tibial facet from the posterior edge (=astragalar ridge):"																								Scott_2005.xml	148	Webbing between toes																																																																																				
Ruta_2011.xml	111	Proximal end of femur adductor crest reaching midshaft length	1	yes	UBERON_4200029 and (PHENOSCAPE_extends_to some (ff06ad9c-ece3-4044-869b-217b20728cf6 and (BFO_0000050 some UBERON_0000981)))	adductor crest and (PHENOSCAPE_extends_to some (ff06ad9c-ece3-4044-869b-217b20728cf6 and (part of some femur)))	PATO_0000467	present						Nesbitt_2011.xml	365	"Astragalus, tibial and fibular articulations: "																								Ruta_and_Coates_2007.xml	248	Anocleithrum 1																																																																																				
Janvier_2007.xml	25	adductor jaw muscles lateral to palatoquadrate	0	absent	UBERON_2000311	adductor mandibulae complex	PATO_0000140 and (PHENOSCAPE_complement_of some PATO_0001193)	position and (PHENOSCAPE_complement_of some lateral to)						Nesbitt_2011.xml	364	"Astragalus, tibial articular surface:"																								Ruta_and_Coates_2007.xml	339	Basal scute 1 Basal scutes																																																																																				
Janvier_2007.xml	25	adductor jaw muscles lateral to palatoquadrate	1	present	UBERON_2000311	adductor mandibulae complex	PATO_0001193	lateral to						Nesbitt_2011.xml	366	"Astragalus, tibial facet: "																								Ruta_and_Coates_2007.xml	280	Femur 1 Internal trochanter raised as a distinct protuberance																																																																																				
OConnor_etal.xml	243	Alula	0	absent	UBERON_0012260	alular digit	PATO_0000462	absent						OLeary_et_al_2013.xml	3461	"Astraglus, Head, shape"																								Ruta_and_Coates_2007.xml	281	"Femur 2 Internal trochanter separated from the general surface of the femur shaft by a distinct, trough-like space"																																																																																				
OConnor_etal.xml	243	Alula	1	present	UBERON_0012260	alular digit	PATO_0000467	present						Gauthier_etal_1988.xml	197	Astragular sulcus																								Ruta_and_Coates_2007.xml	282	Femur 3 Fourth trochanter of femur with distinct rugose area																																																																																				
Maisey_1981.xml	115	(biii.) Anal fin	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2001.xml	178	astragulus																								Ruta_and_Coates_2007.xml	283	Femur 4  Proximal end of femur adductor crest reaching midshaft length																																																																																				
Maisey_1981.xml	115	(biii.) Anal fin	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2007.xml	138	Atlas accessory articulation																								Ruta_and_Coates_2007.xml	285	"Femur 6 Internal trochanter of femur shaped like a flat, triangular, acuminate process"																																																																																				
Maisey_1981.xml	68	"(E20.) ""True"" dorsal, anal, caudal fins"	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2001.xml	138	atlas acessory articulation																								Ruta_and_Coates_2007.xml	288	Fibula 1 Fibula waisted																																																																																				
Maisey_1981.xml	68	"(E20.) ""True"" dorsal, anal, caudal fins"	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2007.xml	133	Atlas anterior centrum																								Ruta_and_Coates_2007.xml	289	Fibula 3 Ridge near posterior edge of fibula flexor surface																																																																																				
Coates_Sequiera_2001.xml	16	Anal fin	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2001.xml	134	atlas centrum																								Ruta_and_Coates_2007.xml	290	Fibula 4 Rows of tubercles near posterior edge of fibula flexor surface																																																																																				
Coates_Sequiera_2001.xml	16	Anal fin	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2007.xml	137	Atlas neural arch																								Ruta_and_Coates_2007.xml	259	Humerus 11 Position of radial condyle																																																																																				
Brazeau_2009.xml	134	Anal fin	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2001.xml	136	atlas parapophyses																								Ruta_and_Coates_2007.xml	260	"Humerus 12 Humerus slender and elongate, its length being more than three times the maximum width of its distal end"																																																																																				
Brazeau_2009.xml	134	Anal fin	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2001.xml	141	atlas ribs																								Ruta_and_Coates_2007.xml	261	Humerus 13 Posterolateral margin of entepicondyle lying distal relative to plane of radial and ulnar facets																																																																																				
Davis_et_al_2012.xml	137	Anal fin	0	Absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2007.xml	116	Atlas-axis intercentra																								Ruta_and_Coates_2007.xml	262	Humerus 14 Posterolateral margin of the entepicondyle markedly concave																																																																																				
Davis_et_al_2012.xml	137	Anal fin	1	Present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2001.xml	116	atlas-axis_intercentra																								Ruta_and_Coates_2007.xml	265	Humerus 17 Accessory foramina on humerus																																																																																				
Janvier_1996.xml	35	Anal fin	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Daeschler_etal_2006.xml	108	Attachment of scapulocoracoid to cleithrum																								Ruta_and_Coates_2007.xml	266	Humerus 18																																																																																				
Janvier_1996.xml	35	Anal fin	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Goujet_Young_1995.xml	27	AV plates																								Ruta_and_Coates_2007.xml	267	Humerus 19 Process 2 on humerus																																																																																				
Shirai_1996.xml	84	Anal fin	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Carroll_2007.xml	105	Axial torsion of fibula																								Ruta_and_Coates_2007.xml	250	Humerus 2 Distinct supinator process projecting anteriorly																																																																																				
Shirai_1996.xml	84	Anal fin	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Chang_2004.xml	118	Axis of pectoral fin skeleton																								Ruta_and_Coates_2007.xml	251	"Humerus 3 Sharp-edged, ventral humeral ridge"																																																																																				
Wilson_Marss_2004.xml	45	Anal fin	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Ruta_2003.xml	319	BAS SCU 1 - basal scutes 																								Ruta_and_Coates_2007.xml	253	Humerus 5 Entepicondyle foramen																																																																																				
Wilson_Marss_2004.xml	45	Anal fin	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Chang_2004.xml	124	Basal fulcra																								Ruta_and_Coates_2007.xml	254	Humerus 6 Ectepicondyle foramen																																																																																				
de_Carvalho_1996.xml	66	Anal fin	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Cloutier_Arratia_2004.xml	158	"Basal fulcra anterior to dorsal fin (PATTERSON 1982, char. 19)"																								Ruta_and_Coates_2007.xml	256	Humerus 8 Ectepicondyle ridge reaching distal humeral end																																																																																				
de_Carvalho_1996.xml	66	Anal fin	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Cloutier_Arratia_2004.xml	169	Basal fulcra between anal and caudal fins																								Ruta_and_Coates_2007.xml	277	Ilium 10																																																																																				
Lund_Grogan_2004_euchondrocephala.xml	81	anal fin and / or anal plate	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Cloutier_Arratia_2004.xml	155	"Basal fulcra between dorsal and caudal fins (LONG 1988; GARDINER & SCHAEFFER 1989, char. A19; ZHU & SCHULTZE 2001, char. 188)"																								Ruta_and_Coates_2007.xml	272	Ilium 3 Dorsal iliac process:																																																																																				
Lund_Grogan_2004_euchondrocephala.xml	81	anal fin and / or anal plate	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Cloutier_Arratia_2004.xml	167	Basal fulcra between pelvic and anal fins																								Ruta_and_Coates_2007.xml	273	"Ilium 4 Posterior iliac process subhorizontal, stout, abbreviated posteriorly and tapering rearward in lateral aspect"																																																																																				
Heimberg_etal_2010.xml	142	Anal fin separate	0	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Zhu_etal_1999(CloutierAhlberg).xml	128	Basal plates in dorsal fin supports																								Ruta_and_Coates_2007.xml	274	Ilium 6																																																																																				
Heimberg_etal_2010.xml	142	Anal fin separate	1	present	UBERON_4000163	anal fin	PATO_0000467	present						Ruta_and_Coates_2007.xml	339	Basal scute 1 Basal scutes																								Ruta_and_Coates_2007.xml	275	Ilium 7 Transverse pelvic ridge																																																																																				
Daeschler_etal_2006.xml	58	Dorsal and anal fins	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Daeschler_etal_2006.xml	60	Basal scutes																								Ruta_and_Coates_2007.xml	276	Ilium 9 Ilium shaped like an elongate rod directed anteriorly/ anterodorsally																																																																																				
Daeschler_etal_2006.xml	58	Dorsal and anal fins	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Zhu_etal_1999(CloutierAhlberg).xml	131	Basal scutes on fins																								Ruta_and_Coates_2007.xml	241	"Interclavicle 3 Interclavicle wider than long (excluding parasternal process, if present"																																																																																				
Swartz_2012.xml	191	Dorsal and anal fins	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Swartz_2012.xml	180	Basal segments of lepidotrichia elongated																								Ruta_and_Coates_2007.xml	242	Interclavicle 4																																																																																				
Swartz_2012.xml	191	Dorsal and anal fins	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Holland_2013.xml	81	Basal segments of lepidotrichia elongated 																								Ruta_and_Coates_2007.xml	243	Interclavicle 5 Transversely elongate grooves and ridges on central part of interclavicle ventral surface																																																																																				
Chang_2004.xml	122	Dorsal and anal fins	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_etal_ 2008.xml	207	basale commune																								Ruta_and_Coates_2007.xml	278	Ischium 1 Ischium contributing to pelvic symphysis																																																																																				
Chang_2004.xml	122	Dorsal and anal fins	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						Anderson_2001.xml	118	base of neural spine																								Ruta_and_Coates_2007.xml	279	pubic obturator foramina 1 Number of pubic obturator foramina																																																																																				
Zhu_etal_1999(CloutierAhlberg).xml	127	Dorsal and anal fins	0	present	UBERON_4000163	anal fin	PATO_0000467	present						Anderson_2007.xml	118	Base of neural to hemal spine																								Ruta_and_Coates_2007.xml	268	Radius 1																																																																																				
Zhu_etal_1999(CloutierAhlberg).xml	127	Dorsal and anal fins	1	absent	UBERON_4000163	anal fin	PATO_0000462	absent						DiDario_2004.xml	52	"Basi-esfenóide (Johnson e Patterson, 1996#12)"																								Ruta_and_Coates_2007.xml	270	Radius 3 Compound radio-ulna																																																																																				
Shirai_1996.xml	85	Anal fin skeleton composed of	0	the basal cartilage and radials	UBERON_4300020	anal fin basal cartilage	PATO_0000467	present						Swartz_2012.xml	8	Basicranial fenestra																								Ruta_and_Coates_2007.xml	244	Scapulocoracoid 1 Separate scapular ossification																																																																																				
Shirai_1996.xml	85	Anal fin skeleton composed of	1	segmented radials only	UBERON_4300020	anal fin basal cartilage	PATO_0000462	absent						de_Carvalho_1996.xml	65	Basihyal 																								Ruta_and_Coates_2007.xml	245	Scapulocoracoid 2 Glenoid subterminal																																																																																				
de_Carvalho_1996.xml	51	Anal fin skeleton composition	0	composed of basal cartilage and radials	UBERON_4300020	anal fin basal cartilage	PATO_0000467	present						Cloutier_Arratia_2004.xml	154	"Body form (LUND 2000, char. 0; POPLIN & LUND 2000, char. 1; LUND & POPLIN 2002, char. 0)"																								Ruta_and_Coates_2007.xml	246	Scapulocoracoid 3 Enlarged glenoid foramen																																																																																				
de_Carvalho_1996.xml	51	Anal fin skeleton composition	1	composed of radials only	UBERON_4300020	anal fin basal cartilage	PATO_0000462	absent						Daeschler_etal_2006.xml	56	Body of humerus																								Ruta_and_Coates_2007.xml	247	Scapulocoracoid 4 Ventromesially extended infraglenoid buttress																																																																																				
Coates_Sequiera_2001.xml	18	Anal fin with double base-plate	0	absent	UBERON_4300020	anal fin basal cartilage	PATO_0000141	structure						Brazeau_2009.xml	122	Brachial vascularization perforates postbranchial lamina																								Ruta_and_Coates_2007.xml	291	Tarsus 2 Proximal tarsal ossifications																																																																																				
Coates_Sequiera_2001.xml	18	Anal fin with double base-plate	1	present	UBERON_4300020	anal fin basal cartilage	PATO_0000141	structure						Swartz_2012.xml	176	Branched radials distal to the ulnare																								Ruta_and_Coates_2007.xml	292	Tarsus 3 L-shaped proximal tarsal element																																																																																				
Maisey_1981.xml	261	(Q8.) Dorsal and anal fin-rays equal in number to their supports	0	dorsal and anal fin-rays not equal in number to their supports	UBERON_4000176	anal fin lepidotrichium	PATO_0000070	count						Johanson_2004.xml	16	Branched radials in pectoral fin skeleton																								Ruta_and_Coates_2007.xml	293	Tarsus 4 Distal tarsal ossifications between fibulare and digits																																																																																				
