File	Character Number	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label
Egge_Simons_2009.xml	4	Width of frontals	3	constricted centrally, not extending laterally beyond pterosphenoid and orbitosphenoid	UBERON_0004866	actinopterygian frontal bone	PATO_0000921	width			
Egge_Simons_2009.xml	4	Width of frontals	2	constricted centrally, barely extended laterally beyond pterosphenoid and orbitosphenoid	UBERON_0004866	actinopterygian frontal bone	PATO_0000921	width			
Egge_Simons_2009.xml	4	Width of frontals	0	not constricted centrally, expanded laterally	UBERON_0004866	actinopterygian frontal bone	PATO_0000921	width			
Egge_Simons_2009.xml	4	Width of frontals	1	centrally constricted, greatly expanded laterally	UBERON_0004866	actinopterygian frontal bone	PATO_0000921	width			
Egge_Simons_2009.xml	5	Posterior fontanelle crest for insertion of adductor mandibulae	1	absent	UBERON_0004529 and (BFO_0000050 some UBERON_2001997)	anatomical projection and (part of some parietal-supraoccipital)	PATO_0000462	absent			
Egge_Simons_2009.xml	5	Posterior fontanelle crest for insertion of adductor mandibulae	0	present	UBERON_0004529 and (BFO_0000050 some UBERON_2001997)	anatomical projection and (part of some parietal-supraoccipital)	PATO_0000467	present			
Egge_Simons_2009.xml	8	Lateral ethmoid shape	1	lateral portion tapered, strongly recurved posteriorly	UBERON_2000226	lateral ethmoid	PATO_0000052	shape			
Egge_Simons_2009.xml	8	Lateral ethmoid shape	0	lateral portion tapered, slightly recurved posteriorly	UBERON_2000226	lateral ethmoid	PATO_0000052	shape			
Egge_Simons_2009.xml	8	Lateral ethmoid shape	2	lateral portion tapered, not recurved posteriorly	UBERON_2000226	lateral ethmoid	PATO_0000052	shape			
Egge_Simons_2009.xml	8	Lateral ethmoid shape	3	lateral portion wide and blunt, not recurved posteriorly	UBERON_2000226	lateral ethmoid	PATO_0000052	shape			
Egge_Simons_2009.xml	9	Mesethmoid shape	1	long, moderately broad	UBERON_0011238	mesethmoid bone	PATO_0000573	increased length			
Egge_Simons_2009.xml	9	Mesethmoid shape	1	long, moderately broad	UBERON_0011238	mesethmoid bone	PATO_0000599	decreased width			
Egge_Simons_2009.xml	9	Mesethmoid shape	0	short, broad	UBERON_0011238	mesethmoid bone	PATO_0000574	decreased length			
Egge_Simons_2009.xml	9	Mesethmoid shape	0	short, broad	UBERON_0011238	mesethmoid bone	PATO_0000600	increased width			
Egge_Simons_2009.xml	11	Laminar process around nasal	1	present	UBERON_0004529 and (BFO_0000050 some UBERON_0001681)	anatomical projection and (part of some nasal bone)	PATO_0000467	present			
Egge_Simons_2009.xml	11	Laminar process around nasal	0	absent	UBERON_0004529 and (BFO_0000050 some UBERON_0001681)	anatomical projection and (part of some nasal bone)	PATO_0000462	absent			
Egge_Simons_2009.xml	12	Anterior portion of posterior fontanelle	0	completely open	BSPO_0000071 and (BFO_0000050 some UBERON_2001740)	anterior region and (part of some posterior cranial fontanel)	PATO_0000610	open			
Egge_Simons_2009.xml	12	Anterior portion of posterior fontanelle	1	closed or greatly constricted	BSPO_0000071 and (BFO_0000050 some UBERON_2001740)	anterior region and (part of some posterior cranial fontanel)	PATO_0000608	closed			
Egge_Simons_2009.xml	12	Anterior portion of posterior fontanelle	1	closed or greatly constricted	BSPO_0000071 and (BFO_0000050 some UBERON_2001740)	anterior region and (part of some posterior cranial fontanel)	PATO_0001847	constricted			
Egge_Simons_2009.xml	13	Orbital foramen	1	positioned far anteriorly, just behind palatine facet	UBERON_2002031	orbital foramen					
Egge_Simons_2009.xml	13	Orbital foramen	0	positioned near or across lateral ethmoid suture	UBERON_2002031	orbital foramen	PATO_0002259	adjacent to			
Egge_Simons_2009.xml	16	Lateral line length	2	not reaching hypurals	BSPO_0000672 and (BFO_0000050 some UBERON_0010202)	posterior margin and (part of some lateral line)	PATO_0001632	anterior to	UBERON_2000364	hypural	
Egge_Simons_2009.xml	16	Lateral line length	2	not reaching hypurals	UBERON_0010202	lateral line	PATO_0000122	length			
Egge_Simons_2009.xml	16	Lateral line length	1	reaching well onto hypurals	BSPO_0000672 and (BFO_0000050 some UBERON_0010202)	posterior margin and (part of some lateral line)	PATO_0002259	adjacent to	UBERON_2000364	hypural	
Egge_Simons_2009.xml	16	Lateral line length	1	reaching well onto hypurals	UBERON_0010202	lateral line	PATO_0000122	length			
Egge_Simons_2009.xml	16	Lateral line length	3	not reaching beyond posterior margin of the adipose fin	BSPO_0000672 and (BFO_0000050 some UBERON_0010202)	posterior margin and (part of some lateral line)	PATO_0002259	adjacent to	BSPO_0000672 and (BFO_0000050 some UBERON_2000251)	posterior margin and (part of some adipose fin)	
Egge_Simons_2009.xml	16	Lateral line length	3	not reaching beyond posterior margin of the adipose fin	UBERON_0010202	lateral line	PATO_0000122	length			
Egge_Simons_2009.xml	16	Lateral line length	4	not reaching beyond anterior margin of adipose fin	BSPO_0000672 and (BFO_0000050 some UBERON_0010202)	posterior margin and (part of some lateral line)	PATO_0002259	adjacent to	BSPO_0000671 and (BFO_0000050 some UBERON_2000251)	anterior margin and (part of some adipose fin)	
Egge_Simons_2009.xml	16	Lateral line length	4	not reaching beyond anterior margin of adipose fin	UBERON_0010202	lateral line	PATO_0000122	length			
Egge_Simons_2009.xml	16	Lateral line length	0	extending onto caudal rays	BSPO_0000672 and (BFO_0000050 some UBERON_0010202)	posterior margin and (part of some lateral line)	PATO_0002259	adjacent to	UBERON_4000174	caudal fin lepidotrichium	
Egge_Simons_2009.xml	16	Lateral line length	0	extending onto caudal rays	UBERON_0010202	lateral line	PATO_0000122	length			
Egge_Simons_2009.xml	18	Endopterygoid size	1	medium	UBERON_2000657	entopterygoid	PATO_0000117	size			
Egge_Simons_2009.xml	18	Endopterygoid size	0	small	UBERON_2000657	entopterygoid	PATO_0000587	decreased size			
Egge_Simons_2009.xml	18	Endopterygoid size	2	large	UBERON_2000657	entopterygoid	PATO_0000586	increased size			
Egge_Simons_2009.xml	19	Spur-like process on posterior edge of hyomandibula	1	present	UBERON_0004529 and (BFO_0000050 some UBERON_0011606)	anatomical projection and (part of some hyomandibular bone)	PATO_0000467	present			
Egge_Simons_2009.xml	19	Spur-like process on posterior edge of hyomandibula	0	absent	UBERON_0004529 and (BFO_0000050 some UBERON_0011606)	anatomical projection and (part of some hyomandibular bone)	PATO_0000462	absent			
Egge_Simons_2009.xml	23	Modal branchiostegal rays	1	10	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Egge_Simons_2009.xml	23	Modal branchiostegal rays	0	≤ 9	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Egge_Simons_2009.xml	23	Modal branchiostegal rays	2	11	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Egge_Simons_2009.xml	23	Modal branchiostegal rays	3	12	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Egge_Simons_2009.xml	24	Dorsal hypohyals	1	small, rudimentary	UBERON_2000196	dorsal hypohyal bone	PATO_0000587	decreased size			
Egge_Simons_2009.xml	24	Dorsal hypohyals	0	large, well developed	UBERON_2000196	dorsal hypohyal bone	PATO_0000586	increased size			
Egge_Simons_2009.xml	26	Anterior portion of infrapharyngobranchial	1	long, narrow	UBERON_2000527	pharyngobranchial bone	PATO_0000573	increased length			
Egge_Simons_2009.xml	26	Anterior portion of infrapharyngobranchial	1	long, narrow	UBERON_2000527	pharyngobranchial bone	PATO_0000599	decreased width			
Egge_Simons_2009.xml	26	Anterior portion of infrapharyngobranchial	0	short, stout	UBERON_2000527	pharyngobranchial bone	PATO_0000574	decreased length			
Egge_Simons_2009.xml	26	Anterior portion of infrapharyngobranchial	0	short, stout	UBERON_2000527	pharyngobranchial bone	PATO_0000600	increased width			
Keivany_Nelson_1998.xml	1	Olfactory region: nasal bone	0	present	UBERON_0001681	nasal bone	PATO_0000467	present			
Keivany_Nelson_1998.xml	2	Olfactory region: lateral ethmoid	0	present	UBERON_2000226	lateral ethmoid	PATO_0000467	present			
Keivany_Nelson_1998.xml	3	Olfactory region: ethmoid	0	present	UBERON_0011238	mesethmoid bone	PATO_0000467	present			
Keivany_Nelson_1998.xml	4	Olfactory region: vomer	0	present	UBERON_0002396	vomer	PATO_0000467	present			
Keivany_Nelson_1998.xml	5	Olfactory region: nasal bone narrow	0	Nasal bone narrow	UBERON_0001681	nasal bone	PATO_0000599	decreased width			
Keivany_Nelson_1998.xml	6	Olfactory region: nasal bone tubular	0	Nasal bone tubular	UBERON_0001681	nasal bone	PATO_0001873	cylindrical			
Keivany_Nelson_1998.xml	7	Olfactory region: nasal bone possesses a process	0	nasal bone possesses a process	UBERON_0004529 and (BFO_0000050 some UBERON_0001681)	anatomical projection and (part of some nasal bone)	PATO_0000467	present			
Keivany_Nelson_1998.xml	8	Olfactory region: shape of the nasal bone process	0	sicklelike	UBERON_0004529 and (BFO_0000050 some UBERON_0001681)	anatomical projection and (part of some nasal bone)	PATO_0002215	falciform			
Keivany_Nelson_1998.xml	9	Olfactory region: nasal bone, relationship with the frontal	0	loosely attached to the frontal	UBERON_0001681	nasal bone	PATO_0000141	structure	UBERON_0004866	actinopterygian frontal bone	
Keivany_Nelson_1998.xml	10	Olfactory region: bilaterally paired nasal bones, relationship with each other	0	nasal bone is widely separated from the other nasal at the midline	UBERON_0001681	nasal bone	PATO_0001505	separated from	UBERON_0001681 and (BFO_0000050 some (BSPO_0000060 and (BFO_0000050 some UBERON_0000468)))	nasal bone and (part of some (contralateral side and (part of some multi-cellular organism)))	
Keivany_Nelson_1998.xml	11	Olfactory region: nasal bone pierced by small foramina	0	nasal bone pierced by small foramina	UBERON_0005744 and (BFO_0000050 some UBERON_0001681)	bone foramen and (part of some nasal bone)	PATO_0000467	present			
Keivany_Nelson_1998.xml	12	Olfactory region: nasal bone process touches the lateral ethmoid	0	nasal bone process touches the lateral ethmoid	UBERON_0004529 and (BFO_0000050 some UBERON_0001681)	anatomical projection and (part of some nasal bone)	PATO_0001961	in contact with	UBERON_2000226	lateral ethmoid	
Keivany_Nelson_1998.xml	13	Olfactory region: the lateral ethmoid is a cylindrical-like bone	0	the lateral ethmoid is a cylindrical-like bone	UBERON_2000226	lateral ethmoid	PATO_0001873	cylindrical			
Keivany_Nelson_1998.xml	14	Olfactory region: the ethmoid has an anterior flange forming a horizontal medial septum	0	the ethmoid has an anterior flange forming a horizontal medial septum	UBERON_0004529 and (BFO_0000050 some (BSPO_0000071 and (BFO_0000050 some UBERON_0011238)))	anatomical projection and (part of some (anterior region and (part of some mesethmoid bone)))	PATO_0000467	present			
Keivany_Nelson_1998.xml	15	Olfactory region: toothless vomer	0	toothless vomer	UBERON_0004767	vomerine tooth	PATO_0000462	absent			
Keivany_Nelson_1998.xml	16	Olfactory region: vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	0	vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	BSPO_0000672 and (BFO_0000050 some UBERON_0002396)	posterior margin and (part of some vomer)	PATO_0001633	posterior to	BSPO_0000672 and (BFO_0000050 some UBERON_2000226)	posterior margin and (part of some lateral ethmoid)	
Keivany_Nelson_1998.xml	16	Olfactory region: vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	0	vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	UBERON_0002396	vomer	PATO_0001233	dorsal to	UBERON_0011238	mesethmoid bone	
Keivany_Nelson_1998.xml	16	Olfactory region: vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	0	vomer extends past the posterior end of the lateral ethmoid, and its shaft overlaps the ethmoid and the parasphenoid shaft	UBERON_0002396	vomer	PATO_0001233	dorsal to	UBERON_0004745	parasphenoid	
Keivany_Nelson_1998.xml	17	Orbital region: frontal	0	present	UBERON_0004866	actinopterygian frontal bone	PATO_0000467	present			
Keivany_Nelson_1998.xml	18	Orbital region: lachrymal	0	present	UBERON_2000223	infraorbital 1	PATO_0000467	present			
Keivany_Nelson_1998.xml	19	Orbital region: infraorbital 2	0	present	UBERON_2001407	infraorbital 2	PATO_0000467	present			
Keivany_Nelson_1998.xml	20	Orbital region: infraorbital 3	0	present	UBERON_2001408	infraorbital 3	PATO_0000467	present			
Keivany_Nelson_1998.xml	21	Orbital region: number of infraorbitals	0	3	UBERON_2000376	infraorbital	PATO_0000070	count			
Keivany_Nelson_1998.xml	22	Orbital region: infraorbital 2 size	0	small	UBERON_2001407	infraorbital 2	PATO_0000587	decreased size			
Keivany_Nelson_1998.xml	23	Orbital region: infraorbital 3 size	0	large	UBERON_2001408	infraorbital 3	PATO_0000586	increased size			
Keivany_Nelson_1998.xml	24	Orbital region: third infraorbital contacting the horzontal ventral branch of the preopercle	0	third infraorbital contacting the horzontal ventral branch of the preopercle	BSPO_0000035 and (BFO_0000050 some UBERON_2001408)	postero-ventral region and (part of some infraorbital 3)	PATO_0001961	in contact with	BSPO_0000071 and (BFO_0000050 some UBERON_2000289)	anterior region and (part of some preopercle horizontal limb)	
Keivany_Nelson_1998.xml	25	frontal bears a lateral postorbital process that contacts the lateral process of the paraspenoid	0	frontal bears a lateral postorbital process that contacts the lateral process of the paraspenoid	UBERON_0004529 and (BFO_0000050 some (BSPO_0000082 and (BFO_0000050 some UBERON_0004866)))	anatomical projection and (part of some (lateral region and (part of some actinopterygian frontal bone)))	PATO_0001961	in contact with	UBERON_0004529 and (BFO_0000050 some (BSPO_0000082 and (BFO_0000050 some UBERON_0004745)))	anatomical projection and (part of some (lateral region and (part of some parasphenoid)))	
Keivany_Nelson_1998.xml	26	premaxillary teeth	0	present	UBERON_2001626	premaxillary tooth	PATO_0000467	present			
Keivany_Nelson_1998.xml	27	maxillary teeth	0	absent	UBERON_0011593	maxillary tooth	PATO_0000462	absent			
Keivany_Nelson_1998.xml	28	Metapterygoid: this bone is more reduced in P. platygaster and P. pungitius	0	metapterygoid is a thin bony sheet	UBERON_2000240	metapterygoid	PATO_0000586	increased size			
Keivany_Nelson_1998.xml	28	Metapterygoid: this bone is more reduced in P. platygaster and P. pungitius	1	Metapterygoid: this bone is more reduced in P. platygaster and P. pungitius	UBERON_2000240	metapterygoid	PATO_0000587	decreased size			
Mirande_2009.xml	25	Anterior end of mesethmoid	1	not trifurcate, with a triangular anterior spine and articular processes reduced or absent (Uj, 1990; Lucena, 1993; Buckup, 1998)	UBERON_0011238	mesethmoid bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	23	Palatine body shape	2	very elongate, broad posterior base, with a well-developed flange which covers two thirds of the Iateral bone extension	UBERON_2000620	autopalatine					
Rapp_Py_Daniel_1997.xml	23	Palatine body shape	2	very elongate, broad posterior base, with a well-developed flange which covers two thirds of the Iateral bone extension	UBERON_0004752	palatoquadrate cartilage					
Rapp_Py_Daniel_1997.xml	24	Palatine condyles for articulation with Iateral ethmoid	2	one posterior condyle and posterior limb reduced to process	UBERON_2001608	autopalatine-lateral ethmoid joint					
Rapp_Py_Daniel_1997.xml	25	Palatine posterior processes	2	rudimentary or absent	UBERON_2000620	autopalatine					
Rapp_Py_Daniel_1997.xml	26	Palatine anterior process	0	absent	UBERON_2000620	autopalatine	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	26	Palatine anterior process	1	present	UBERON_2000620	autopalatine	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	28	Premaxilla shape	1	robust, roughly quadrangular approximately half the size of the maxilla, tri-dimensional with large teeth	UBERON_0002244	premaxilla					
Rapp_Py_Daniel_1997.xml	29	Maxilla shape	1	two about equal condyles stemming from the same point	UBERON_0002397	maxilla					
Rapp_Py_Daniel_1997.xml	30	Maxilla condyles	2	both condyles united anteriorly by a huge knob	UBERON_0002397	maxilla					
Rapp_Py_Daniel_1997.xml	31	Maxillae size	1	smaller than palatine	UBERON_0002397	maxilla					
Rapp_Py_Daniel_1997.xml	32	Cartilage between the dentary and rictal barbel	0	absent	UBERON_0002418	cartilage tissue	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	32	Cartilage between the dentary and rictal barbel	1	present	UBERON_0002418	cartilage tissue	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	33	Dentary shape	1	bar-like with low or without any coronoid process	UBERON_0004742	dentary					
Rapp_Py_Daniel_1997.xml	34	Dentary cup size	2	extremely large, leaving no room for the dentary bone, but solely the coronoid process	UBERON_2001746	dentary replacement tooth trench					
Rapp_Py_Daniel_1997.xml	35	Symphyseal cartilage	0	absent	UBERON_0002418	cartilage tissue	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	35	Symphyseal cartilage	1	present	UBERON_0002418	cartilage tissue	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	36	Metapterygoid channel	0	absent or very shallow	UBERON_2000240	metapterygoid					
Rapp_Py_Daniel_1997.xml	37	Metapterygoid anterior process	2	extremely developed	UBERON_2000240	metapterygoid					
Rapp_Py_Daniel_1997.xml	38	Metapterygoid platform or crest	1	present	UBERON_2000240	metapterygoid	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	38	Metapterygoid platform or crest	0	absent	UBERON_2000240	metapterygoid	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	39	Suture between metapterygoid and hyomandibula	2	large	PATO_0001960	interdigitated					
Rapp_Py_Daniel_1997.xml	40	Hyomandibula levator arcus palatini crest	1	small and incomplete	UBERON_0011606	hyomandibular bone					
Rapp_Py_Daniel_1997.xml	41	HyomandibuIa depression or concavity shape	2	huge concavity area, large foramina	UBERON_0011606	hyomandibular bone					
Rapp_Py_Daniel_1997.xml	42	Extent of hyomandibula facet	2	very reduced, restriected  to the mesial-posterior corner of the hyomandibula	UBERON_0011606	hyomandibular bone					
Rapp_Py_Daniel_1997.xml	43	Synchondral joint between the hyomandibula and skull	1	including only sphenotic and prootic, pterotic excluded	UBERON_0000982	skeletal joint					
Rapp_Py_Daniel_1997.xml	45	Anterior process of hyomandibuIa	0	present	UBERON_0011606	hyomandibular bone	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	45	Anterior process of hyomandibuIa	1	absent	UBERON_0011606	hyomandibular bone	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	46	Hyomandibula bone extension	0	present	UBERON_0011606	hyomandibular bone	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	46	Hyomandibula bone extension	1	absent	UBERON_0011606	hyomandibular bone	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	48	Quadrate size	0	small, elongate	UBERON_0006597	quadrate bone					
Rapp_Py_Daniel_1997.xml	49	Quadrate connection to dermal plates	1	sutured	UBERON_0006597	quadrate bone					
Rapp_Py_Daniel_1997.xml	50	Preopercle shape	1	broad, robust	UBERON_2000264	preopercle					
Rapp_Py_Daniel_1997.xml	51	Preopercle surface exposure	1	small area exposed and ornamented	UBERON_2000264	preopercle					
Rapp_Py_Daniel_1997.xml	52	Preopacle connection to dermal plates	2	preopercle strongly sutured to dermal plates	UBERON_2000264	preopercle					
Rapp_Py_Daniel_1997.xml	53	PreopercIe ventral process	0	absent	UBERON_2000264	preopercle	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	53	PreopercIe ventral process	1	present	UBERON_2000264	preopercle	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	55	Number of branchiostegal rays	0	more than 4	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Rapp_Py_Daniel_1997.xml	55	Number of branchiostegal rays	1	equal 4	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Rapp_Py_Daniel_1997.xml	55	Number of branchiostegal rays	2	less than 4	UBERON_2000476	branchiostegal ray	PATO_0000070	count			
Rapp_Py_Daniel_1997.xml	56	Interhyal connection to hyomandibuIa	0	free, articulate	UBERON_2000171	interhyal bone					
Rapp_Py_Daniel_1997.xml	56	Interhyal connection to hyomandibuIa	1	partially sutured	UBERON_2000171	interhyal bone					
Rapp_Py_Daniel_1997.xml	56	Interhyal connection to hyomandibuIa	2	absent	UBERON_2000171	interhyal bone	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	57	Interhyal with a distinct posterior condyle for articulation with posterohyal	0	absent	UBERON_2000171	interhyal bone	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	57	Interhyal with a distinct posterior condyle for articulation with posterohyal	1	present	UBERON_2000171	interhyal bone	PATO_0000467	present	UBERON_2000627	posterior ceratohyal	
Rapp_Py_Daniel_1997.xml	59	Cross-sectional shape of dorsal edge of the hyoid arch	2	blade-like ridge	UBERON_0005884	hyoid arch skeleton					
Rapp_Py_Daniel_1997.xml	61	Posterohyal dorsal hook	1	small	UBERON_2000627	posterior ceratohyal					
Rapp_Py_Daniel_1997.xml	63	Anterohyal	1	expanded, but hypobyal not expanded	UBERON_0011611	ceratohyal bone					
Rapp_Py_Daniel_1997.xml	64	Number of ossified basibranchials	1	the first and the second	UBERON_2001223	basibranchial 1 bone	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	64	Number of ossified basibranchials	1	the first and the second	UBERON_2001224	basibranchial 2 bone	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	64	Number of ossified basibranchials	0	only the first	UBERON_0004740	basibranchial bone	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	65	Basibranchials bone texture	1	trabeculate	UBERON_0004740	basibranchial bone					
Rapp_Py_Daniel_1997.xml	66	First basibrancbial bone shape	0	short	UBERON_2001223	basibranchial 1 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	66	First basibrancbial bone shape	1	elongate	UBERON_2001223	basibranchial 1 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	66	First basibrancbial bone shape	2	nodular or tamborin-like	UBERON_2001223	basibranchial 1 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	67	Second basibrancbial bone shape	0	short	UBERON_2001224	basibranchial 2 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	67	Second basibrancbial bone shape	1	elongate	UBERON_2001224	basibranchial 2 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	67	Second basibrancbial bone shape	2	vestigial	UBERON_2001224	basibranchial 2 bone	PATO_0000052	shape			
Rapp_Py_Daniel_1997.xml	68	Third basibrancbial "rakers"	0	absent	UBERON_2000356	gill raker	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	68	Third basibrancbial "rakers"	1	present	UBERON_2000356	gill raker	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	69	Modified gill rakers	3	short and tufted or palmate	UBERON_2000356	gill raker					
Rapp_Py_Daniel_1997.xml	70	Hypobranchials	1	not ossified	UBERON_2000363	hypobranchial bone					
Rapp_Py_Daniel_1997.xml	71	Hypobranchials shape	1	fan-shape (lateral tip is larger)	UBERON_2000363	hypobranchial bone					
Rapp_Py_Daniel_1997.xml	72	First cerarobranchial anterior flange	1	large, covering half of the cbl, with or without filaments	UBERON_2001237	ceratobranchial 1 bone					
Rapp_Py_Daniel_1997.xml	73	First epibranchial process/flange	3	large triangularantaior flange	UBERON_2001797	epibranchial 1 bone uncinate process					
Rapp_Py_Daniel_1997.xml	74	Second epibrancbial process	3	huge, posterior, not Iateral	UBERON_2001796	epibranchial 2 bone uncinate process					
Rapp_Py_Daniel_1997.xml	76	Third epibranchial shape	2	strongly curvedantaiody (goose-head shape)	UBERON_2001247	epibranchial 3 bone					
Rapp_Py_Daniel_1997.xml	77	Fourth epibranchial size	1	longer than third epibranchial	UBERON_2001245	epibranchial 4 bone					
Rapp_Py_Daniel_1997.xml	79	Fourth epibranchial gill filaments	1	loosely attached, covering the latero-central area of the bone	UBERON_0009120	gill filament					
Rapp_Py_Daniel_1997.xml	80	Third pharyngobranchial bone shape	2	broad,boot-like	UBERON_2001252	pharyngobranchial 3 bone					
Rapp_Py_Daniel_1997.xml	81	Fourth pharyngobrancbial shape	2	large nodular cartilage	UBERON_2001636	pharyngobranchial 4 bone					
Rapp_Py_Daniel_1997.xml	82	Lower pharyngeal plates shape	0	roughly quadrangular	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	83	Lower pharyngeal plates ventral surface	2	robust, convex ventrally, no ventral longitudinal crest	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	84	Lower pharyngeal plates dorsal process	0	absent	UBERON_2001647	pharyngeal tooth plate	PATO_0000462	absent			
Rapp_Py_Daniel_1997.xml	84	Lower pharyngeal plates dorsal process	1	present	UBERON_2001647	pharyngeal tooth plate	PATO_0000467	present			
Rapp_Py_Daniel_1997.xml	85	Lower pharyngeal plates dentition	3	teeth lacking or almost	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	86	Lower pharyngealplates lateral sides	0	covered by unossified rakers	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	87	Upper pharyngeal tooth plates shape	2	quadrangular, very close,sometimes fused	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	88	Upper pharyngeal tooth plates dentition	1	incompletely toothed	UBERON_2001647	pharyngeal tooth plate					
Rapp_Py_Daniel_1997.xml	89	Upper pharyngeal tooth plates shape	1	with a dorsal bony shelf	UBERON_2001647	pharyngeal tooth plate					
Reis_1998.xml	3	Mesethmoid - lateral expansions	0	lateral cornua are exceptionally reduced but present	UBERON_2001675	mesethmoid cornu	PATO_0000117	size			
Reis_1998.xml	3	Mesethmoid - lateral expansions	0	lateral cornua are exceptionally reduced but present	UBERON_2001675	mesethmoid cornu	PATO_0000467	present			
Reis_1998.xml	3	Mesethmoid - lateral expansions	1	cornua are absent and the mesethmoid ends anteriorly as a sharp tip	UBERON_0011238	mesethmoid bone	PATO_0000052	shape			
Reis_1998.xml	3	Mesethmoid - lateral expansions	1	cornua are absent and the mesethmoid ends anteriorly as a sharp tip	UBERON_2001675	mesethmoid cornu	PATO_0000462	absent			
Reis_1998.xml	40	Dorsal hypohyal - presence	0	only the ventral hypohyal is present	UBERON_2000196	dorsal hypohyal bone	PATO_0000462	absent			
Reis_1998.xml	40	Dorsal hypohyal - presence	0	only the ventral hypohyal is present	UBERON_2000300	ventral hypohyal bone	PATO_0000467	present			
Reis_1998.xml	40	Dorsal hypohyal - presence	1	also a small dorsal hypohyal	UBERON_2000196	dorsal hypohyal bone	PATO_0000467	present			
Reis_1998.xml	40	Dorsal hypohyal - presence	1	also a small dorsal hypohyal	UBERON_2000300	ventral hypohyal bone	PATO_0000467	present			
Reis_1998.xml	41	Branchiostegal rays - articulation	1	branchiostegal rays are attached to three cartilagenous rods articulated with the cartilaginous expansion, the most internal rod supporting two branchiostegal rays	UBERON_2000476	branchiostegal ray					
Reis_1998.xml	43	First epibranchial - anterior projection	1	first epibranchial has a small laminar expansion on its anterior face, near the articulation with the ceratobranchial, which seems to help supporting the gilI rackers	UBERON_2001797	epibranchial 1 bone uncinate process					
Reis_1998.xml	44	Second epibranchial - anterior projection	0	second epibranchial is usually cylindrical or with laminar expansions in its postero-dorsal surface for support of branchial filaments	UBERON_2001796	epibranchial 2 bone uncinate process					
Reis_1998.xml	44	Second epibranchial - anterior projection	1	in addition to these posterior expansions, there is a triangular expansion in the anterior face of the second epibranchial which approaches and sometimes contacts the posterior face of the first epibranchial	UBERON_2001796	epibranchial 2 bone uncinate process					
Reis_1998.xml	45	Second phayngobranchial - presence	1	small triangular cartilage associated with the dorsal extremity of the first and second epibranchial bones. The position and nature of such a structure indicates probable homology with the second pharyngobranchial	UBERON_2001250	pharyngobranchial 2 bone					
Schaefer_1990.xml	32	Anterohyal-posterior processs	1	the anterohyal of <i>Scoloplax empousa</i> bears a small process on the posterior margin which articulates with the first branchiostegal	UBERON_0011611	ceratohyal bone					
